trial_number,value_for_optimization,fold_metrics
0,0.9199522697954743,"[0.9067357512953368, 0.9175824175824175, 0.9192708333333334, 0.9159891598915989, 0.9324324324324325, 0.935933147632312, 0.9086161879895561, 0.9232804232804233, 0.9033942558746736, 0.9362880886426593]"
1,0.9117078300402242,"[0.9069767441860465, 0.9112903225806451, 0.9017632241813602, 0.9069148936170213, 0.9182058047493403, 0.9285714285714286, 0.9015544041450777, 0.9112271540469974, 0.90625, 0.9243243243243243]"
2,0.9170806965965326,"[0.9072681704260651, 0.9162303664921466, 0.9139240506329114, 0.9151193633952255, 0.9289473684210526, 0.9299191374663073, 0.8925831202046036, 0.9312169312169312, 0.9072164948453608, 0.9283819628647215]"
3,0.9161301747463348,"[0.8974358974358975, 0.9162162162162162, 0.910941475826972, 0.9130434782608695, 0.9274193548387096, 0.9337016574585635, 0.9057591623036649, 0.9206349206349206, 0.9026315789473685, 0.9335180055401662]"
4,0.9148692458145247,"[0.9022556390977443, 0.9202127659574468, 0.9047619047619048, 0.9045092838196287, 0.9206349206349206, 0.9366391184573003, 0.8937823834196891, 0.9186351706036745, 0.9155672823218998, 0.9316939890710383]"
