RINGS_C1=CCC1,RINGS_C1=CCC=CC1,RINGS_C1=CCCC1,RINGS_C1=CCCC=C1,RINGS_C1=CCCCC1,RINGS_C1=CCCNC1,RINGS_C1=CCCcc1,RINGS_C1=CCN=C1,RINGS_C1=CCNCC1,RINGS_C1=CCOcc1,RINGS_C1=CCcc1,RINGS_C1=CNC=CC1,RINGS_C1=CNCC1,RINGS_C1=CNCOC1,RINGS_C1=CNCSC1,RINGS_C1=CNC_S+_C1,RINGS_C1=COCCC1,RINGS_C1=CSCN1,RINGS_C1=NCCCN1,RINGS_C1=NCCN1,RINGS_C1=NCCNcc1,RINGS_C1=NCCO1,RINGS_C1=NCNN1,RINGS_C1=NCccN1,RINGS_C1=NCcn-cc1,RINGS_C1C=CC=CC1,RINGS_C1C=CCC1,RINGS_C1C=CCC=C1,RINGS_C1C=CCCC1,RINGS_C1C=CCO1,RINGS_C1C=CCcc1,RINGS_C1C=COCC1,RINGS_C1CC1,RINGS_C1CC=CCC1,RINGS_C1CCC1,RINGS_C1CCCC1,RINGS_C1CCCCC1,RINGS_C1CCCCCC1,RINGS_C1CCCCCCC1,RINGS_C1CCCCCCCC/C=C/C=C/CCO1,RINGS_C1CCCCCCCCC=CC=CCCO1,RINGS_C1CCCCCCCCCCCCO1,RINGS_C1CCCCCCCCCCCCOCCCC=CC=CC=CC=CC=CC=CC=CCCCCO1,RINGS_C1CCCCCCCCNCCCCO1,RINGS_C1CCCCCCCCOCCCC1,RINGS_C1CCCCN1,RINGS_C1CCCCO1,RINGS_C1CCCN1,RINGS_C1CCCNC1,RINGS_C1CCCNCC1,RINGS_C1CCCO1,RINGS_C1CCCOC1,RINGS_C1CCCS1,RINGS_C1CCCcc1,RINGS_C1CCN1,RINGS_C1CCNC1,RINGS_C1CCNCC1,RINGS_C1CCNCN1,RINGS_C1CCNN1,RINGS_C1CCNccN1,RINGS_C1CCO1,RINGS_C1CCOC1,RINGS_C1CCOCC1,RINGS_C1CCOCCNCCNCCNCCNCCN1,RINGS_C1CCOCO1,RINGS_C1CC_N+_C1,RINGS_C1CC_N+_CC1,RINGS_C1CCccN1,RINGS_C1CCccO1,RINGS_C1CCccccOcccCNCCN1,RINGS_C1CN1,RINGS_C1CN=CccN1,RINGS_C1CNC1,RINGS_C1CNCC1,RINGS_C1CNCCC1,RINGS_C1CNCCN1,RINGS_C1CNCCNC1,RINGS_C1CNCCNCCNCCNCCNCCNCCNCCNCCNCCN1,RINGS_C1CNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCN1,RINGS_C1CNCCccc-ccCN1,RINGS_C1CNCN1,RINGS_C1CNCS1,RINGS_C1CNCccN1,RINGS_C1CO1,RINGS_C1COCC1,RINGS_C1COCCC1,RINGS_C1COCCN1,RINGS_C1COCCO1,RINGS_C1COCN1,RINGS_C1COCO1,RINGS_C1COCOC1,RINGS_C1COcc1,RINGS_C1CSCN1,RINGS_C1CccN1,RINGS_C1Cccc-ccCNCCN1,RINGS_C1CcccOccccCCNCCN1,RINGS_C1NCCN1,RINGS_C1NCCO1,RINGS_C1OCCO1,RINGS_C1SCS1,RINGS_C1cc-ncCN1,RINGS_C1ccC=CC1,RINGS_C1ccC=Ccc1,RINGS_C1ccCCC1,RINGS_C1ccCCN1,RINGS_C1ccCCcc1,RINGS_C1ccCN1,RINGS_C1ccCO1,RINGS_C1ccCOcc1,RINGS_C1ccCcc1,RINGS_C1ccNCN1,RINGS_C1ccOC1,RINGS_C1ccSN1,RINGS_C1ccScc1,RINGS_C1cccCC1,RINGS_C1cccccNCC=CC=CCCCCCCCCC=COC1,RINGS_C1cccccNC\C=C/C=C/CCCCCCCC/C=C/OC1,RINGS_C1cccccNC\C=C/C=C\CCCCCCCC/C=C/OC1,RINGS_c1cCCC1,RINGS_c1cCCCC1,RINGS_c1cCCCCNCC1,RINGS_c1cCCNC1,RINGS_c1cCCNCC1,RINGS_c1cCCNCCCC1,RINGS_c1cCCccC1,RINGS_c1cCNCC1,RINGS_c1cCNccC1,RINGS_c1cC_N+_CC1,RINGS_c1cCccC1,RINGS_c1cCccCC1,RINGS_c1cNCC1,RINGS_c1cNCCC1,RINGS_c1cNccCC1,RINGS_c1cOCC1,RINGS_c1cOCCC1,RINGS_c1cOCCO1,RINGS_c1cOCO1,RINGS_c1cOccC1,RINGS_c1cOccCC1,RINGS_c1cSNCN1,RINGS_c1cSccC1,RINGS_c1cSccN1,RINGS_c1c_nH_cn1,RINGS_c1c_nH_cnc1,RINGS_c1c_nH_ncn1,RINGS_c1ccCCC1,RINGS_c1cc_n+_cc1,RINGS_c1cc_nH_c1,RINGS_c1cc_nH_cc1,RINGS_c1ccccc-1,RINGS_c1ccccc1,RINGS_c1cccccc1,RINGS_c1ccnc1,RINGS_c1ccncc1,RINGS_c1ccnnc1,RINGS_c1ccoc1,RINGS_c1ccocc1,RINGS_c1ccsc1,RINGS_c1cn_nH_c1,RINGS_c1cnc_nH_1,RINGS_c1cnc_nH_c1,RINGS_c1cnccn1,RINGS_c1cncn1,RINGS_c1cncnc1,RINGS_c1cnnc1,RINGS_c1cnnn1,RINGS_c1cnoc1,RINGS_c1cnsc1,RINGS_c1cocn1,RINGS_c1coco1,RINGS_c1cscn1,RINGS_c1nCCC1,RINGS_c1nCCCC1,RINGS_c1nCCNC1,RINGS_c1ncnn1,RINGS_c1ncon1,RINGS_c1ncsn1,RINGS_c1nn_nH_n1,RINGS_c1nncn1,RINGS_c1nncs1,RINGS_c1nnnn1
-0.0,-0.0,-0.0,-0.0,-0.010724631,-0.0,0.00013768689,-0.0,-2.710804e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0004460881,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03355588,0.014938811,-0.0,-0.0,-0.0,-0.0042082057,-0.0,-0.00034838766,-8.063758e-05,0.036179334,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00027377572,-0.010075751,-0.0012137997,-0.0,-1.8618817e-05,-0.002498608,-0.0,-0.0,0.109029785,0.0012995873,-0.03830486,-0.008933967,-0.0,-0.0,-0.0,0.001359463,0.009488147,-0.0,-0.0,-0.0,0.00051796937,-0.0,-0.0,-0.0,-0.0,-0.0024823477,-0.0,0.0005866776,-0.008545346,-0.009739649,-0.0,-0.0,-0.0,-0.0,-0.0,0.0007303433,-0.0,-9.853608e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00025622075,-0.0,-0.0,0.00022708914,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00036279002,-0.0,0.00013711848,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0033309557,-0.0,-0.0,-0.0,-0.0,-0.0,0.0056173755,-0.0,-0.0,-0.0,-0.0,-9.240574e-05,-0.0,-0.0,-0.009478685,-0.0,-0.0,0.0001304669,-0.0,-0.0,-0.0,-0.0,-0.0,0.008839317,-0.0,-0.0,-0.0,-0.0,-0.009752746,-0.0,-0.0,-0.019045029,-0.0,-0.0,0.04337614,-0.0,0.00015466248,0.008781965,0.00012814063,-0.0,-0.0,-0.00017951905,-0.0,0.010487867,-0.00532888,-6.2037216e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00091159676,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.007350913,-0.0,0.0005823239,-0.0,-3.8102975e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0007883742,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.018810276,0.025144698,-0.0,-0.0,-0.0,0.0057001594,-0.0,-0.00034838766,0.016541027,0.037933636,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0014588996,-0.0061363047,-0.00091632444,-0.0,-1.8618817e-05,-0.002070291,-0.0,-0.0,0.14118558,0.0020249386,-0.021628886,-0.005256916,-0.0,-0.0,-0.0,0.0032999641,0.01400512,-0.0,-0.0,-0.0,0.0020501409,-0.0,-0.0,-0.0,-0.0,-0.0009610442,-0.0,0.0022715447,-0.0071378862,-0.007761857,-0.0,-0.0,-0.0,-0.0,-0.0,0.0013343313,-0.0,-7.3649644e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00019522154,-0.0,-0.0,0.00029029432,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00018080353,-0.0,0.0010518965,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-8.3841456e-05,-0.0,-0.0,-0.0,-0.0,-0.0,0.0074460693,-0.0,-0.0,-0.0,-0.0,-0.0001095593,-0.0,-0.0,-0.0073146317,-0.0,-0.0,0.00071849406,-0.0,-0.0,-0.0,-0.0,-0.0,0.010550295,-0.0,-0.0,-0.0,-0.0,-0.008891036,-0.0,-0.0,-0.0060810256,-0.0,-0.0,0.0496276,-0.0,0.00013630817,0.011594671,0.0006582012,-0.0,-0.0,-0.00020305142,-0.0,0.012339017,-0.0030272065,-6.560676e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.000494493,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.007171967,-0.0,0.00015829522,-0.0,-7.53613e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0003241133,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.4600981,0.04783361,-0.0,-0.0,-0.0,0.0006682226,-0.0,-0.00030085084,0.12293552,-0.16437607,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00037744857,-0.005582778,-0.00077783363,-0.0,-1.8277882e-05,-0.0023499993,-0.0,-0.0,0.14136344,0.006799275,-0.048357245,-0.0067376634,-0.0,-0.0,-0.0,0.0015860401,0.0114263,-0.0,-0.0,-0.0,0.0012233304,-0.0,-0.0,-0.0,-0.0,-0.0016156902,-0.0,0.00072435016,-0.0047450284,-0.016254196,-0.0,-0.0,-0.0,-0.0,-0.0,0.0007950013,-0.0,-7.49441e-05,-0.0,-0.0,-0.0,-0.0,-0.0,0.020566612,-0.0,-0.0,0.00017737139,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00039355922,-0.0,0.0007850698,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0009931136,-0.0,-0.0,-0.0,-0.0,-0.0,0.0060194153,-0.0,-0.0,-0.0,-0.0,-8.329758e-05,-0.0,-0.0,-0.010434685,-0.0,-0.0,7.735031e-05,-0.0,-0.0,-0.0,-0.0,-0.0,0.009835922,-0.0,-0.0,-0.0,-0.0,-0.008091954,-0.0,-0.0,0.08664886,-0.0,-0.0,0.04079978,-0.0,0.00012558594,0.0110630365,0.00016219882,-0.0,-0.0,-0.00015246907,-0.0,0.0042193206,-0.004974499,-8.341839e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0007887571,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0074344506,-0.0,0.00015247389,-0.0,-3.8102975e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0009477333,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.028499711,0.019349987,-0.0,-0.0,-0.0,0.0009875242,-0.0,-0.00034838766,0.011853942,0.05796115,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00036281953,-0.0066998056,-0.0010163048,-0.0,-1.8618817e-05,-0.0025137693,-0.0,-0.0,0.12964812,0.0026274065,-0.051985797,-0.0063092,-0.0,-0.0,-0.0,0.00262659,0.010500651,-0.0,-0.0,-0.0,0.0009908746,-0.0,-0.0,-0.0,-0.0,-0.0013243062,-0.0,0.00073590875,-0.006512707,-0.019581305,-0.0,-0.0,-0.0,-0.0,-0.0,0.00074157416,-0.0,-9.853608e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00018182982,-0.0,-0.0,0.00021173875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00023061762,-0.0,0.00019774954,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001697149,-0.0,-0.0,-0.0,-0.0,-0.0,0.0093359,-0.0,-0.0,-0.0,-0.0,-0.000102906284,-0.0,-0.0,-0.008230751,-0.0,-0.0,0.000105835854,-0.0,-0.0,-0.0,-0.0,-0.0,0.010817707,-0.0,-0.0,-0.0,-0.0,-0.009431967,-0.0,-0.0,-0.01853997,-0.0,-0.0,-0.2136437,-0.0,0.00025175768,0.010919768,0.00020988774,-0.0,-0.0,-0.000218142,-0.0,0.017851971,-0.0064284015,-8.267372e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00093936466,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.007979774,-0.0,0.00012899545,-0.0,-2.710804e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00045365148,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.042713497,0.012248398,-0.0,-0.0,-0.0,0.0012289146,-0.0,-0.00033766835,-0.002592709,0.033881657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0003789785,-0.008161951,-0.0012726823,-0.0,-1.8618817e-05,-0.0023250831,-0.0,-0.0,0.11935106,0.0015757522,-0.03830593,-0.011349362,-0.0,-0.0,-0.0,0.001807313,0.010643042,-0.0,-0.0,-0.0,0.00090284424,-0.0,-0.0,-0.0,-0.0,-0.0021237768,-0.0,0.000686167,-0.0069758743,-0.010933122,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005880569,-0.0,-9.853608e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00019690928,-0.0,-0.0,0.0001925922,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00025768674,-0.0,0.00013711848,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0033480062,-0.0,-0.0,-0.0,-0.0,-0.0,0.0075848144,-0.0,-0.0,-0.0,-0.0,-9.014938e-05,-0.0,-0.0,-0.0083312895,-0.0,-0.0,0.000105835854,-0.0,-0.0,-0.0,-0.0,-0.0,0.009347347,-0.0,-0.0,-0.0,-0.0,-0.008789912,-0.0,-0.0,-0.05150623,-0.0,-0.0,0.03438733,-0.0,0.0004148771,0.008798169,4.7303354e-05,-0.0,-0.0,-0.0001984185,-0.0,0.0076661166,-0.0056479103,-8.168943e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.001021575,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.006579615,-0.0,0.00013807014,-0.0,-3.8102975e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.051999368,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.025660645,0.015887799,-0.0,-0.0,-0.0,0.0007995596,-0.0,-0.00034838766,0.0014530163,0.04410565,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0003881026,-0.0072023626,-0.00078704406,-0.0,-1.8618817e-05,-0.0021721746,-0.0,-0.0,0.1268904,0.004734998,-0.024083683,-0.007129778,-0.0,-0.0,-0.0,0.0019546815,0.0110209435,-0.0,-0.0,-0.0,0.0008450583,-0.0,-0.0,-0.0,-0.0,-0.0011805356,-0.0,0.000645413,-0.006177305,-0.007146163,-0.0,-0.0,-0.0,-0.0,-0.0,0.00054656935,-0.0,-8.7787164e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00019769721,-0.0,-0.0,0.00025426876,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00028141175,-0.0,0.00019774954,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0026729861,-0.0,-0.0,-0.0,-0.0,-0.0,0.00869943,-0.0,-0.0,-0.0,-0.0,-0.00010389094,-0.0,-0.0,-0.007768801,-0.0,-0.0,0.000105835854,-0.0,-0.0,-0.0,-0.0,-0.0,0.009720781,-0.0,-0.0,-0.0,-0.0,-0.006319838,-0.0,-0.0,0.026344152,-0.0,-0.0,0.051452883,-0.0,0.00032539485,0.01072785,0.00042403318,-0.0,-0.0,-0.00023890768,-0.0,0.01548101,-0.004062669,-5.1723888e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0006330775,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.008910002,-0.0,0.00054778333,-0.0,-3.8102975e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0012290229,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.022233505,0.027843036,-0.0,-0.0,-0.0,0.0030877115,-0.0,-0.00033766835,0.021044696,0.040303994,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0015010338,-0.0067021935,-0.0010376953,-0.0,-1.8618817e-05,-0.0025625736,-0.0,-0.0,0.14223973,0.0025166315,-0.03678763,-0.0052915956,-0.0,-0.0,-0.0,0.0041295295,0.012043875,-0.0,-0.0,-0.0,0.0019260917,-0.0,-0.0,-0.0,-0.0,-0.0009988099,-0.0,0.0027265176,-0.0075124707,-0.0071667745,-0.0,-0.0,-0.0,-0.0,-0.0,0.0012502796,-0.0,-8.1587656e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00018481104,-0.0,-0.0,0.0002649769,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00021162437,-0.0,0.00013711848,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0042854757,-0.0,-0.0,-0.0,-0.0,-0.0,0.008444678,-0.0,-0.0,-0.0,-0.0,-0.0001095593,-0.0,-0.0,-0.0067840335,-0.0,-0.0,0.00071849406,-0.0,-0.0,-0.0,-0.0,-0.0,0.010927584,-0.0,-0.0,-0.0,-0.0,-0.009221496,-0.0,-0.0,-0.0037325805,-0.0,-0.0,0.03678253,-0.0,0.0005604853,0.011656073,0.00039721472,-0.0,-0.0,-0.00022040773,-0.0,0.011406924,-0.0036210604,-7.8953424e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00059549697,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0075410614,-0.0,0.00058692985,-0.0,-3.8102975e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.001245316,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.020451419,0.025202412,-0.0,-0.0,-0.0,0.004453948,-0.0,-0.00033766835,0.014312597,0.048030004,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0015232533,-0.006371914,-0.0009592568,-0.0,-1.8618817e-05,-0.0022874468,-0.0,-0.0,0.14396292,0.0022208665,-0.01375959,-0.005948064,-0.0,-0.0,-0.0,0.003955238,0.012905914,-0.0,-0.0,-0.0,0.0020526648,-0.0,-0.0,-0.0,-0.0,-0.00081278285,-0.0,0.0023650485,-0.0068897093,-0.006383536,-0.0,-0.0,-0.0,-0.0,-0.0,0.0013669606,-0.0,-7.3649644e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00017045852,-0.0,-0.0,0.00025725973,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00022680093,-0.0,0.00013711848,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0011440503,-0.0,-0.0,-0.0,-0.0,-0.0,0.010569037,-0.0,-0.0,-0.0,-0.0,-0.00010614742,-0.0,-0.0,-0.00703383,-0.0,-0.0,0.0003959151,-0.0,-0.0,-0.0,-0.0,-0.0,0.010772458,-0.0,-0.0,-0.0,-0.0,-0.0057045454,-0.0,-0.0,0.012188716,-0.0,-0.0,0.061110687,-0.0,0.0005479983,0.011134472,0.00013531333,-0.0,-0.0,-0.000185554,-0.0,0.009068837,-0.00298839,-6.0418428e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00073298265,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.009187193,-0.0,0.0005823239,-0.0,-3.8102975e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00056093995,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.021602279,0.022186149,-0.0,-0.0,-0.0,0.0061741797,-0.0,-0.00036604714,0.017605923,0.05045987,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0014722103,-0.007041606,-0.0008890741,-0.0,-1.8618817e-05,-0.0022287578,-0.0,-0.0,0.14695035,0.0029897145,-0.03107677,-0.005838652,-0.0,-0.0,-0.0,0.003005793,0.014258312,-0.0,-0.0,-0.0,0.0018280237,-0.0,-0.0,-0.0,-0.0,-0.0014326178,-0.0,0.002405495,-0.007343766,-0.013097024,-0.0,-0.0,-0.0,-0.0,-0.0,0.0016913189,-0.0,-8.1587656e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00013179646,-0.0,-0.0,0.00026111462,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0002619762,-0.0,0.00013711848,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0020123818,-0.0,-0.0,-0.0,-0.0,-0.0,0.006997405,-0.0,-0.0,-0.0,-0.0,-0.00012416423,-0.0,-0.0,-0.007956914,-0.0,-0.0,0.00071849406,-0.0,-0.0,-0.0,-0.0,-0.0,0.011146707,-0.0,-0.0,-0.0,-0.0,-0.008155357,-0.0,-0.0,0.02047156,-0.0,-0.0,0.029635284,-0.0,0.000567043,0.012616816,0.000412106,-0.0,-0.0,-0.00021113489,-0.0,0.010677811,-0.0036169658,-0.0003429165,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0003291861,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.007422674,-0.0,0.000102015925,-0.0,-0.000864775,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00018087507,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05117418,0.00796844,-0.0,-0.0,-0.0,0.00118146,-0.0,-0.00366771,-0.043687016,-0.020585243,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00027256788,-0.0054227677,-0.00147295,-0.0,-9.297582e-05,-0.00580302,-0.0,-0.0,-1.7104661,0.0051053492,-0.030315073,-0.003961608,-0.0,-0.0,-0.0,-0.0012826285,0.00850121,-0.0,-0.0,-0.0,0.0005036661,-0.0,-0.0,-0.0,-0.0,-0.00086242065,-0.0,0.0005123374,-0.004786295,-0.0063513415,-0.0,-0.0,-0.0,-0.0,-0.0,-0.03198573,-0.0,-0.00027191878,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00028425374,-0.0,-0.0,0.0002551706,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0043724147,-0.0,0.00035188568,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0027519017,-0.0,-0.0,-0.0,-0.0,-0.0,0.0041682026,-0.0,-0.0,-0.0,-0.0,-0.0006947546,-0.0,-0.0,-0.00642012,-0.0,-0.0,7.653765e-05,-0.0,-0.0,-0.0,-0.0,-0.0,0.005850587,-0.0,-0.0,-0.0,-0.0,-0.008675245,-0.0,-0.0,-0.0570178,-0.0,-0.0,0.010475006,-0.0,0.00023912679,0.0077872663,7.0155846e-05,-0.0,-0.0,-0.0005063236,-0.0,0.001363076,-0.013567375,7.392112e-05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0037538523,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
