SIDECHAINS_Br,SIDECHAINS_C,SIDECHAINS_C#C,SIDECHAINS_C#N,SIDECHAINS_C=C,SIDECHAINS_C=CC,SIDECHAINS_C=C\C,SIDECHAINS_C=N,SIDECHAINS_C=O,SIDECHAINS_CBr,SIDECHAINS_CC,SIDECHAINS_CC(C)C,SIDECHAINS_CC(C)N,SIDECHAINS_CC(C)O,SIDECHAINS_CC(F)F,SIDECHAINS_CC=C,SIDECHAINS_CC=O,SIDECHAINS_CCC,SIDECHAINS_CCN,SIDECHAINS_CCO,SIDECHAINS_CCS,SIDECHAINS_CCl,SIDECHAINS_CF,SIDECHAINS_CN,SIDECHAINS_CNC,SIDECHAINS_CNS,SIDECHAINS_CO,SIDECHAINS_CP,SIDECHAINS_CS,SIDECHAINS_CS(=O)=O,SIDECHAINS_C_N+_,SIDECHAINS_C_N+_(C)C,SIDECHAINS_C_S+_,SIDECHAINS_C_S+__O-_,SIDECHAINS_C\C=C,SIDECHAINS_C\C=N,SIDECHAINS_Cl,SIDECHAINS_ClC(Cl)Cl,SIDECHAINS_ClCCl,SIDECHAINS_F,SIDECHAINS_FC(F)F,SIDECHAINS_FCF,SIDECHAINS_I,SIDECHAINS_N,SIDECHAINS_N=CN,SIDECHAINS_N=N,SIDECHAINS_N=O,SIDECHAINS_N=_N+_,SIDECHAINS_NC=O,SIDECHAINS_NC=S,SIDECHAINS_NCN,SIDECHAINS_NN,SIDECHAINS_NO,SIDECHAINS_NS,SIDECHAINS_NS(=O)=O,SIDECHAINS_O,SIDECHAINS_O=CO,SIDECHAINS_O=CS,SIDECHAINS_O=P,SIDECHAINS_O=P(O)O,SIDECHAINS_O=S,SIDECHAINS_O=S(=O)O,SIDECHAINS_O=S=O,SIDECHAINS_O=_N+__O-_,SIDECHAINS_OP,SIDECHAINS_OS,SIDECHAINS_S,SIDECHAINS__N+_=O,SIDECHAINS__N+_O,SIDECHAINS__N-_,SIDECHAINS__N-_=_N+_,SIDECHAINS__O-_
0.00016302132,0.008660213,0.0008542907,0.00042485358,9.827182e-05,-0.0,-0.0,0.00043668287,0.004461914,-0.0,-0.031368524,0.0010257147,-0.0,-9.136835e-06,-0.0,0.00015422919,0.0022011604,-0.26072448,0.0009900494,-0.0028950588,-2.642603e-05,0.0019700376,2.664502e-05,0.004684784,0.0011634259,-0.0,-0.03134627,-0.0,0.0012206604,5.4948374e-05,0.0002670376,0.00015752706,-0.0,-0.0,-0.0,-0.0,-0.00090939295,-7.3054543e-06,-0.0,-0.012577588,0.00010124786,-0.0,0.00068370765,-0.0019954194,-0.0,-0.0,1.9058947e-05,-0.0,-0.00046429757,2.5573418e-05,8.790512e-05,-0.00046842228,0.00081363093,-0.0003075231,0.00042110268,-0.04782603,0.03380164,-0.0,-0.0,-0.000109108965,-0.0,-0.0,0.0007859893,0.0011857339,-0.0,-0.0,0.0017120942,8.301658e-06,1.772321e-05,-0.0,-0.0,0.00028681988
-0.001710375,-0.00040563324,0.0025853468,0.0007435041,0.00020084852,-0.0,-0.0,0.0003780015,0.003125292,-0.0,-0.00036179455,0.0010557509,-0.0,-4.375137e-06,-0.0,0.0001937899,0.00068032584,0.009674003,0.0033832802,-0.0016790043,-2.4474904e-05,0.0016326953,1.833244e-05,-0.008487831,0.0004891731,-0.0,-0.0037866165,-0.0,0.0014268709,0.00011328909,0.0003189211,0.0001827818,-0.0,-0.0,-0.0,-0.0,0.0021491358,-6.4105607e-06,-0.0,-0.0065194983,3.5458714e-05,-0.0,0.00063393626,-0.00041052912,-0.0,-0.0,1.3850156e-05,-0.0,0.0005266464,2.5573418e-05,0.00013905336,-0.00013098711,0.0008656182,-0.00018591424,0.00043362888,0.04722084,0.03578283,-0.0,-0.0,-8.555858e-05,-0.0,-0.0,0.0027809746,0.00038319765,-0.0,-0.0,0.0017718512,0.00015179339,4.9728165e-05,-0.0,-0.0,0.00029009464
2.918058e-05,4.105328e-05,0.0015031518,0.00031313868,-7.0071925e-05,-0.0,-0.0,0.0001421287,0.001248531,-0.0,-0.0036715087,0.00028628623,-0.0,-1.0449678e-05,-0.0,8.321691e-05,-0.0021837738,0.0025463405,0.0014412381,-0.0016533374,-2.0102207e-05,0.00039744092,1.1427081e-05,-0.003641211,0.00018765061,-0.0,0.0006955998,-0.0,0.00049534184,4.8596263e-05,4.2542662e-05,5.0969877e-05,-0.0,-0.0,-0.0,-0.0,0.002902489,-5.0651643e-06,-0.0,0.1532448,4.341171e-06,-0.0,0.00010561134,0.00035463407,-0.0,-0.0,8.298382e-06,-0.0,0.0003990458,2.9636622e-06,2.3576016e-05,-4.0417683e-05,0.00011961986,-9.1372436e-05,0.00030612812,-0.023401596,0.025623703,-0.0,-0.0,-2.3991644e-05,-0.0,-0.0,0.0007616221,9.119729e-05,-0.0,-0.0,0.0008125369,2.1199998e-05,1.5913134e-05,-0.0,-0.0,-3.9855263e-06
0.000118475466,-0.00083121954,0.0009952474,0.0013296094,0.00043877188,-0.0,-0.0,0.00039055117,0.0036858285,-0.0,0.003552863,0.0009397718,-0.0,-6.3210964e-06,-0.0,8.745519e-05,0.0010265134,0.0045082285,0.001960912,-0.0019790696,-2.6415863e-05,0.0009472961,8.4395564e-05,-0.0052718255,0.0014563465,-0.0,-0.0039764056,-0.0,0.00096774497,6.257767e-05,0.00017883553,0.0002779334,-0.0,-0.0,-0.0,-0.0,0.00081821956,-7.3054543e-06,-0.0,-0.00276045,7.601461e-05,-0.0,0.0004411955,0.00038286205,-0.0,-0.0,1.2097154e-05,-0.0,0.0005985218,6.1995893e-06,0.00012666546,-0.00013750645,0.0005437178,-0.00022065583,0.00057400996,0.08841051,0.0353949,-0.0,-0.0,-7.8538076e-05,-0.0,-0.0,0.00039387544,0.0002673187,-0.0,-0.0,0.0017418636,2.840443e-06,4.9728165e-05,-0.0,-0.0,0.00027183193
6.5963846e-05,-0.0076098405,0.00074549025,0.00037894194,9.98419e-05,-0.0,-0.0,0.0006841594,-0.033799987,-0.0,4.8679765e-05,0.0026281232,-0.0,-5.4451702e-06,-0.0,0.0007605903,0.00068730704,0.0020893735,0.0029048396,-0.0029569268,-3.1634325e-05,0.0007885503,1.0573047e-05,0.022030665,-0.036875032,-0.0,-0.0052763117,-0.0,0.0018560044,9.057927e-05,0.00026977836,0.00017599015,-0.0,-0.0,-0.0,-0.0,0.01787825,-1.4008703e-05,-0.0,-0.012684514,3.137495e-05,-0.0,0.00017635727,0.00029260607,-0.0,-0.0,1.3928357e-05,-0.0,0.00081706897,8.943437e-06,0.00012531893,-0.00021341779,0.001220934,-0.00018780498,0.0019295207,0.067291416,0.031262413,-0.0,-0.0,-0.00010397104,-0.0,-0.0,0.001611757,7.230367e-05,-0.0,-0.0,0.000964175,-1.712429e-05,8.13267e-06,-0.0,-0.0,5.931024e-06
0.00011051158,0.02712934,0.0007557015,0.00046509557,6.8562884e-05,-0.0,-0.0,0.0005224211,0.0063948263,-0.0,9.169734e-05,0.0024206003,-0.0,-6.3210964e-06,-0.0,0.0006003788,0.00034046508,0.0050050137,0.001417219,-0.0027262461,-3.1603748e-05,0.0009997821,1.0172223e-05,0.008595439,0.001277637,-0.0,-0.0016102113,-0.0,0.0017094933,7.1577655e-05,0.00018115932,0.00013505842,-0.0,-0.0,-0.0,-0.0,-0.0026270323,-1.4008703e-05,-0.0,-0.0073179267,2.485358e-05,-0.0,0.00028525657,0.0069745947,-0.0,-0.0,1.4186164e-05,-0.0,0.00036228742,8.943437e-06,0.0001959114,-0.0009974756,0.0031159515,-0.00029102052,0.0019983146,0.05591889,0.043851297,-0.0,-0.0,-0.000104852275,-0.0,-0.0,0.00042374138,0.00013876976,-0.0,-0.0,0.0017174705,-9.693762e-06,1.3646259e-05,-0.0,-0.0,0.00012199692
8.248357e-05,-0.0012266049,0.0027062902,0.0008222737,0.00022781186,-0.0,-0.0,0.00035697856,0.003229802,-0.0,0.00060218514,0.0006985856,-0.0,-5.4451702e-06,-0.0,7.2514944e-05,0.00010301006,0.007202855,0.0034301893,-0.0016074412,-2.5746725e-05,0.0017555235,1.833244e-05,0.007940796,0.0005025502,-0.0,-0.00157846,-0.0,0.001403187,0.00014440567,0.00045414257,0.00018311138,-0.0,-0.0,-0.0,-0.0,-0.00036734313,-6.481916e-06,-0.0,-0.006038886,-9.796313e-07,-0.0,0.0004382683,-0.00012659491,-0.0,-0.0,1.4164841e-05,-0.0,0.000526321,9.837853e-06,0.00013159815,-9.0910515e-05,0.0008656112,-0.00015837722,0.0002508472,0.065542415,0.0351205,-0.0,-0.0,-8.438971e-05,-0.0,-0.0,0.0028541235,0.00020910124,-0.0,-0.0,0.0018589625,0.0001497341,4.9857998e-05,-0.0,-0.0,0.0002533165
6.661121e-05,0.0030076047,0.0026013844,0.0004906316,0.00018038809,-0.0,-0.0,0.00026635767,0.0018986657,-0.0,0.002182659,0.00066428643,-0.0,-5.4451702e-06,-0.0,7.572479e-05,0.0026005576,0.006518903,0.0037645698,-0.0019445736,-2.2965323e-05,0.0020546392,1.833244e-05,0.007170894,0.0005088855,-0.0,-0.0012004931,-0.0,0.0010536255,0.00032271713,0.00020373108,0.00015324508,-0.0,-0.0,-0.0,-0.0,0.00013004203,-6.481916e-06,-0.0,-0.0069773844,0.00022726475,-0.0,0.0003615831,-0.00096894003,-0.0,-0.0,1.3929934e-05,-0.0,0.0006402877,2.5573418e-05,4.622229e-05,-8.113724e-05,0.0007160667,-0.00018881053,0.00024349481,0.04681434,0.03614785,-0.0,-0.0,-5.8734862e-05,-0.0,-0.0,0.003248376,0.00030808192,-0.0,-0.0,0.0012804866,0.00015090329,4.9730203e-05,-0.0,-0.0,0.00026609944
6.182518e-05,-0.0016773943,0.0021814674,-0.0006528933,0.00054046337,-0.0,-0.0,0.0006780321,0.006809152,-0.0,0.0025674012,0.0011491077,-0.0,-2.7842425e-05,-0.0,0.00019246212,0.00089994894,0.006972299,0.0057382174,-0.0020282785,-2.5746725e-05,0.0019236079,1.833244e-05,0.018803788,0.0005259626,-0.0,0.0066954624,-0.0,0.0010520815,0.00011724324,0.0006610146,0.00012698442,-0.0,-0.0,-0.0,-0.0,-0.00051024754,-6.481916e-06,-0.0,-0.009068837,3.147839e-05,-0.0,0.00049255753,0.00090635236,-0.0,-0.0,1.4164841e-05,-0.0,0.0007488279,1.1328792e-05,0.000104209896,-0.00013306603,0.0006732503,-0.00017430409,0.00019546787,-0.015744621,0.03548793,-0.0,-0.0,-5.0327846e-05,-0.0,-0.0,0.0025701632,9.4679024e-05,-0.0,-0.0,0.0017863212,0.00011480323,4.9857998e-05,-0.0,-0.0,0.0002572363
8.584694e-05,-0.0009775548,0.00047367375,5.503578e-05,-1.8894476e-05,-0.0,-0.0,9.578786e-05,-0.0051685753,-0.0,-0.0006215658,5.1271694e-05,-0.0,-7.851086e-06,-0.0,4.008487e-05,-0.0003921496,0.002031566,-0.00045216354,-0.0076229475,-0.0001599362,0.00025093168,3.2053335e-06,0.0022088918,0.00049527903,-0.0,0.0030600121,-0.0,0.00040891042,2.1003252e-05,3.703884e-05,1.6383117e-05,-0.0,-0.0,-0.0,-0.0,-0.0003330704,-7.026871e-05,-0.0,-0.010032409,-7.715594e-05,-0.0,4.923847e-05,-0.0006822514,-0.0,-0.0,2.149662e-06,-0.0,3.76217e-05,1.8603795e-06,1.0808084e-05,-5.4202173e-05,0.00020098056,-0.0002483993,7.993264e-05,-0.0064835385,-0.08951182,-0.0,-0.0,-4.30842e-05,-0.0,-0.0,-0.0011908129,-0.00019658456,-0.0,-0.0,0.00030362926,3.179629e-05,8.117006e-06,-0.0,-0.0,-3.6867226e-05
