number,values_0,value,params_brics_min_freq,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_reg_alpha,params_reg_lambda,params_rings_min_freq,params_side_min_freq,params_subsample,state,user_attrs_cv_recall,user_attrs_val_metric
0,0.882202304737516,0.882202304737516,5,0.8580713387674419,170,0.897451325163181,0.06359994722826384,25,12,1556,2.1711191557875162,2.270361717502327,5,5,0.6967182621462896,COMPLETE,0.796146479736459,0.882202304737516
1,0.8597951344430218,0.8597951344430218,5,0.8840751407868662,139,2.9882197961734596,0.0012917369476072463,24,8,820,2.6904329108571345,4.713244674407156,5,5,0.4712014090451467,COMPLETE,0.7268788784187543,0.8597951344430218
2,0.8764404609475032,0.8764404609475032,5,0.45946376455407567,99,4.135599943935518,0.10207180124911842,25,3,1376,4.751866461661308,4.8153787594340125,5,5,0.4046865445857536,COMPLETE,0.7435263924002145,0.8764404609475032
3,0.885403329065301,0.885403329065301,5,0.9396658098655565,60,3.304566715942838,0.054313876357673874,29,10,472,1.585478724516446,1.8736723475802237,5,5,0.8991897541144773,COMPLETE,0.7865011874664829,0.885403329065301
4,0.8898847631241997,0.8898847631241997,5,0.7834216263013166,248,2.324032567109535,0.005623893293831295,28,7,135,0.9078183897092351,3.908719719744733,5,5,0.7442139554992693,COMPLETE,0.7632574886999157,0.8898847631241997
5,0.8847631241997439,0.8847631241997439,5,0.9506622206629398,156,2.3479348587558473,0.17254108060063664,28,5,1821,4.843106300943962,0.4163129925292236,5,5,0.9774549451383532,COMPLETE,0.7812437753773078,0.8847631241997439
6,0.8770806658130602,0.8770806658130602,5,0.49573323653456924,32,0.23369088712702935,0.003597449684392638,24,13,390,2.5891769985207262,4.906276884567048,5,5,0.9844739781462909,COMPLETE,0.7387037462652264,0.8770806658130602
7,0.8969270166453265,0.8969270166453265,5,0.9012086382227066,14,0.3570974003373695,0.00928704517274155,29,2,1734,3.5116565419913477,1.6602767853146534,5,5,0.7730399715612659,COMPLETE,0.7742185704435761,0.8969270166453265
8,0.8847631241997439,0.8847631241997439,5,0.8508001763898998,25,1.0770261589367562,0.023604339762803715,30,3,815,4.946978921102822,0.987774753683256,5,5,0.607896956999847,COMPLETE,0.7939554125488393,0.8847631241997439
9,0.8860435339308579,0.8860435339308579,5,0.611207249302129,178,2.8265319794478017,0.012298309597211142,12,6,1442,0.5217050578639981,0.5381234668304768,5,5,0.43776524002211076,COMPLETE,0.7865050180035242,0.8860435339308579
10,0.8693982074263764,0.8693982074263764,5,0.6882231059977457,288,4.924263713561944,0.001961708928921554,4,1,1897,3.651425324909705,3.2043253977292165,5,5,0.8119734293124081,COMPLETE,0.703202328966521,0.8693982074263764
11,0.8962868117797695,0.8962868117797695,5,0.7590082032475918,250,2.002297847012273,0.008038924645611628,18,8,1118,0.3804522132824446,3.5186435790695985,5,5,0.7613810256986087,COMPLETE,0.7987818892208688,0.8962868117797695
