LogP-R,Flexibility-R,HBA-R,HBD-R,TPSA-R,Charge-R,Atom_Stereo-R,LogP-P,Flexibility-P,HBA-P,HBD-P,TPSA-P,Charge-P,Atom_Stereo-P,HeavyAtom,Radius_Of_Gyration,Wiener_Index,Eccentric_Connectivity_Index,Atom_Count_C,Atom_Count_H,Atom_Count_O,Atom_Count_N,Atom_Count_S,Atom_Count_F,Atom_Count_Cl,Atom_Count_Br,Atom_Count_I,Atom_Count_P,Atom_Count_B,Atom_Count_Li,Bond_Count_Single,Bond_Count_Double,Bond_Count_Triple,Bond_Count_Aromatic,Total_Chiral_Centers,R_Isomers,S_Isomers,E_Isomers,Z_Isomers,Num_4_Rings_Aromatic,Num_4_Rings_NonAromatic,Num_4_Rings_Total,Num_5_Rings_Aromatic,Num_5_Rings_NonAromatic,Num_5_Rings_Total,Num_6_Rings_Aromatic,Num_6_Rings_NonAromatic,Num_6_Rings_Total,Num_8_Rings_Aromatic,Num_8_Rings_NonAromatic,Num_8_Rings_Total,Num_Aromatic_Rings,Num_NonAromatic_Rings,Num_Total_Rings
0.0016308032,0.042303707,0.05344774,0.29268432,0.23075573,0.03434158,-0.022486912,0.11420609,0.030402688,0.08632187,0.03859805,0.14960286,0.019938568,0.028744766,0.09924914,-0.0809358,-0.09813252,-0.09102829,0.035956793,0.11228926,0.04138737,0.09246638,0.024184087,0.14052159,-0.0026747205,0.00016682972,0.0030248505,-0.00038192846,-0.0,-0.0,0.1477486,0.12516452,0.006011721,0.07855405,0.23205023,0.2714536,0.06349957,-0.0001752599,0.004386028,-0.0,0.022152029,0.008003212,0.04808969,0.045950793,0.01439484,-0.002761439,0.20760575,0.1339899,-0.0,-1.3752664e-05,-0.0,0.03461538,0.34203088,0.016719809
0.109134294,-0.029248381,0.07911722,0.29606366,0.68842787,0.052150134,0.092849284,0.14708337,-0.010169448,-0.045302834,0.084595755,0.9889297,0.03370957,0.073148735,0.07814852,0.20300351,0.052570865,0.15411319,0.108410224,-0.013546378,0.05245033,0.034512293,0.031233435,-0.011494107,0.0011564655,0.00019596228,0.004062934,-0.00012998455,-0.0,-0.0,-0.041606564,0.029191416,0.009779052,0.01624693,0.40737754,0.1359482,0.13167796,-0.0021148457,0.003397377,-0.0,0.016086955,0.007140348,0.04954326,0.00711911,0.009124675,0.01782262,-0.06361168,-0.055213325,-0.0,-2.843705e-05,-0.0,0.006985541,0.051291376,0.051227342
-0.005804956,0.015039426,0.038397707,-0.1973933,-0.20665209,0.010158971,-0.075105436,-0.18930046,-0.04248442,0.031830102,-0.03357206,-1.2618154,0.009788594,-0.036237735,-0.016796645,-0.12532334,0.03825602,-0.037419003,-0.049734764,-0.025615133,-0.04303746,-0.097940356,-0.09759282,-0.010302487,-0.0037664778,0.0004136259,0.002317361,-0.0008099719,-0.0,-0.0,-0.004519452,-0.08403178,0.0035816885,-0.019652752,0.15235786,-0.035818886,-0.016451417,-0.03277703,0.0036883112,-0.0,-0.33156237,-0.09100087,-0.004952051,-0.00020506277,0.011428553,-0.028412446,0.11961598,0.10773532,-0.0,-7.980538e-05,-0.0,-0.014264288,0.093349546,0.14878498
0.07658972,0.046245698,0.11194555,0.04601593,0.18243024,0.020999352,0.016642032,0.045365795,0.11477233,0.069111764,0.01602958,-0.50768256,0.01512949,0.08008292,0.105820425,-0.010922995,0.17585811,0.0027615845,0.07644686,0.13594858,-0.0005021227,0.32381994,0.03726126,0.14118025,-0.003091952,0.00017243945,0.0032778834,-0.00079307385,-0.0,-0.0,0.19189018,0.0630802,0.0039566173,0.06587194,0.24562299,0.25490534,0.06533378,-0.0028936374,0.004329031,-0.0,0.045153007,0.026243402,0.039657947,0.04651863,0.018782835,0.0013495289,0.17034113,0.109079346,-0.0,-1.8731247e-05,-0.0,0.02100902,0.25030446,0.0100762835
0.13106664,-0.025395822,0.16778488,-0.038278885,0.36431918,0.029940393,-0.04009351,0.13279834,-0.025766905,0.0046553127,0.0074070357,0.36994347,0.019649573,-0.054089732,-0.035606608,-0.06667896,0.1634272,0.0068030423,-0.033321112,0.09136918,0.019405525,0.00835141,0.01192716,-0.016322775,-0.011571754,0.00016777357,0.0031477057,-0.0005793371,-0.0,-0.0,0.15164314,-0.03026672,0.010382267,0.022596935,0.40468636,0.080220655,0.039776962,-0.0017398428,0.004585665,-0.0,0.019982839,0.005031486,0.036905676,0.0065301904,0.0021973285,-0.022963716,0.21974088,0.0968994,-0.0,-1.9137153e-05,-0.0,0.013190218,0.35265374,0.029411105
-0.024772592,-0.053676937,-0.14979705,-0.20586333,-0.4614762,0.010712708,-0.02096708,0.007519934,-0.018585708,-0.023981106,-0.045113094,-1.0625905,0.009511922,0.011512618,-0.049250484,-0.055770207,0.030674119,-0.104597546,-0.045145687,-0.05824794,-0.093532704,-0.090763584,-0.09448051,-0.00955348,-0.001616776,0.0001613088,0.002751095,-0.0006645902,-0.0,-0.0,0.024111526,-0.0074084946,0.0027774693,-0.02176823,0.15830712,0.1679326,-0.06605372,-0.041726258,-0.19185728,-0.0,-0.36303502,-0.12215316,-0.082960375,-0.01382645,0.017543271,-0.016088843,-0.022827616,-0.0506197,-0.0,-0.00022879252,-0.0,0.00036750364,-0.08118865,-0.02459551
-0.046889476,0.032596152,0.008510177,0.39195526,0.48312345,0.039453868,0.07683092,0.11711123,-0.028574971,0.023349883,0.09779251,0.6560521,0.027355144,-0.016111199,0.093967274,-0.04677824,0.020060128,0.009694569,0.04220358,0.013833769,0.100461505,0.068699166,0.025831258,-0.012691585,0.0017055188,0.0006945028,-0.30341515,-0.00018302965,-0.0,-0.0,0.007325497,0.043142073,-0.26650855,0.00031092958,-0.20823467,-0.05367116,-0.024564503,0.090537675,0.002178904,-0.0,0.012519461,0.0057416093,0.03689192,-0.0033299585,-0.008568731,-0.0015450594,0.07479278,-0.048326805,-0.0,-1.8888262e-05,-0.0,0.0055103353,0.041029174,-0.1345258
0.12009457,0.13935074,0.08409858,0.033927444,0.36459762,0.028042268,0.0086611565,0.09266843,-0.018524734,0.00078845397,0.00620126,0.2615285,0.018730698,-0.0135774575,0.024452602,-0.01911761,0.14368168,-0.026142573,0.05592209,0.1224042,0.007123995,0.052798,-0.04756988,0.17039886,-0.011741777,0.00018515422,0.003135822,-0.0005947135,-0.0,-0.0,0.08380694,0.020219108,0.00676692,0.05203962,0.25643793,0.47069153,0.009527101,-0.001674249,0.0041911965,-0.0,0.02403448,0.0069764177,0.04822479,0.023012139,0.010653193,-0.010689746,0.2110348,0.16554448,-0.0,-1.6077547e-05,-0.0,0.023254726,0.3753361,0.036187604
0.2676332,0.37648052,0.08012141,0.3247906,0.45351872,0.03264723,0.17475,0.039051723,0.097394586,-0.032375485,0.109383784,0.73403406,0.021652237,0.10521543,-0.026771065,0.25255314,0.055408966,0.11429821,0.04885287,0.010021213,0.062769346,0.15428187,0.032088816,-0.00872819,-0.013322333,0.0010368134,0.0050461185,-0.00010695375,-0.0,-0.0,0.05435063,-0.0021095644,-0.1124467,0.009110508,0.4300061,-0.049760297,0.117018074,-0.005542008,0.0013745803,-0.0,0.013157046,0.005998564,0.060348645,0.040079933,0.030087387,0.014789692,-0.013299679,-0.017548177,-0.0,-1.7980154e-05,-0.0,-0.0026826353,0.059361342,0.04864043
0.010464679,0.1648067,0.09929475,-0.10404928,-0.06012524,0.027496407,-0.050113395,-0.030906828,-0.033800717,0.0721909,-0.053080842,0.25915697,0.018490652,-0.051650353,-0.0010362787,-0.03716616,0.13408671,-0.05773698,-0.03011948,0.063040905,-0.00061133376,0.05905239,0.023262236,0.11422639,-0.010542199,0.00016481201,0.0032960111,-0.0010181578,-0.0,-0.0,0.04703123,-0.11185135,0.0049323295,0.032122944,0.42387354,0.6096253,0.056822523,-0.0020237984,0.0042499476,-0.0,0.023136111,0.0073351357,0.033855297,0.0067819897,0.024831727,-0.027170882,0.2253499,0.1284473,-0.0,-1.7008577e-05,-0.0,0.020038754,0.40838408,0.023885986
0.12627406,-0.02243007,0.09097672,0.6404763,0.20704523,0.03228193,-0.02385248,0.10453106,-0.013507151,0.038859356,0.056658506,-0.36777392,0.01962881,-0.012898939,0.0013444881,-0.01800783,0.05280147,-0.06484741,-0.0072674556,0.036484584,0.006587817,0.01577753,0.059298325,-0.010391467,-0.0022742967,0.00020367361,0.003476779,-0.00021780198,-0.0,-0.0,0.040109176,-0.022633323,0.0059243985,0.01457493,0.4057516,-0.046511024,0.05182862,-0.0025277545,0.003613397,-0.0,0.033212375,0.009877086,0.049229685,0.03750902,0.0151262,0.012476219,0.18259351,0.14005052,-0.0,-3.001785e-05,-0.0,0.014949156,0.25894666,-0.018813796
-0.09997144,-0.041546106,-0.07017185,-0.17519225,-0.24919449,0.013415599,0.069003575,-0.21105719,0.06868713,0.005059978,-0.03801495,-1.483426,0.012980309,0.004259651,0.08333207,-0.086941265,-0.011985297,-0.008569334,-0.009292921,-0.030152583,-0.08372046,-0.07486424,-0.12570183,-0.014399979,-0.00063784834,0.00019860305,0.003445938,-0.00082889356,-0.0,-0.0,-0.043356966,0.0027234296,0.00539549,-0.0023029204,-0.19466527,-0.04915755,-0.048739254,-0.019480802,0.0030065358,-0.0,0.024845427,0.007895176,-0.058653463,-0.014550967,0.019892339,-0.01812703,-0.004183008,-0.04792272,-0.0,-3.9875715e-05,-0.0,-0.003956127,0.03597011,0.016595032
0.15002072,0.13251805,0.11143871,-0.05118453,-0.012668905,0.026556527,-0.023502106,-0.0036479342,-0.006088324,0.017980909,-0.03434889,0.19025491,0.0189671,-0.025672454,-0.0858967,-0.011124598,-0.0638665,-0.017511943,-0.02041643,0.075373664,0.0012956035,0.037607506,0.024717595,-0.012267852,-0.009480098,0.00016481201,0.0033927427,-0.0009361979,-0.0,-0.0,0.06462771,0.033858094,0.0058561694,0.036888506,0.34450677,0.5651022,-0.009359715,-0.0014879388,0.0036592854,-0.0,0.025098456,0.007190641,0.030070236,0.012667423,0.033224687,-0.020235922,0.2105036,0.10824286,-0.0,-1.8206123e-05,-0.0,0.01594311,0.36800748,0.0410054
0.008603125,-0.29366887,-0.2777532,-0.9762941,-1.0421,0.01343895,-0.17119586,0.02459118,-0.12439353,-0.029714601,-0.19623898,-1.310657,0.009448081,-0.0940049,-0.06266495,-0.03631013,-0.20904237,-0.114171475,-0.05834978,-0.21229056,-0.12646179,0.39195985,0.003925363,-0.013237655,-0.0070323753,0.00016746408,0.0024687727,-0.00059843814,-0.0,-0.0,-0.06324362,-0.028250622,0.0028359126,-0.015031662,-0.11027789,0.022861505,-0.0076890257,-0.0035652444,0.004132384,-0.0,0.01200445,0.0007746657,-0.00031266536,0.048469253,0.055328652,-0.016610116,0.08978328,0.0507644,-0.0,-5.682475e-05,-0.0,-0.011296244,0.1159945,0.112825744
0.009259099,-0.14522101,-0.1996457,-0.51634175,-1.0411475,0.013314232,-0.19793686,-0.05904638,0.11682176,-0.08208215,-0.16142567,-1.0885088,0.0099944575,-0.070599966,-0.06619224,-0.087464765,-0.22949208,-0.13897651,-0.07137569,-0.12597783,-0.12547444,-0.09830358,0.0105014155,-0.015685953,-0.007925237,0.00015252258,0.0027529965,-0.0011650366,-0.0,-0.0,-0.026519546,-0.032143217,0.0026552575,-0.0027167832,-0.11856424,-0.059885606,-0.11107693,-0.007981286,0.0041209357,-0.0,0.0213577,0.01058519,0.005419501,-0.017147157,-0.015552184,-0.017236508,-0.023491321,-0.05096988,-0.0,-0.00012376698,-0.0,0.0009073383,-0.08438638,0.00020591848
