trial_number,value_for_optimization,fold_metrics
43,0.9121779609458354,"[0.9209535759096612, 0.9191270860077022, 0.9308176100628931, 0.8937823834196891, 0.9128205128205128, 0.9079118028534371, 0.8956743002544529, 0.9181585677749361, 0.916243654822335, 0.9062901155327343]"
44,0.9097560609776709,"[0.9209535759096612, 0.9175257731958762, 0.924433249370277, 0.8926261319534282, 0.9123711340206185, 0.9090909090909091, 0.8942675159235669, 0.9156010230179028, 0.9086294416243654, 0.9020618556701031]"
45,0.9094479175652893,"[0.9195979899497487, 0.9111969111969112, 0.9232704402515723, 0.8940568475452196, 0.9139922978177151, 0.9076723016905072, 0.8951406649616368, 0.9158163265306123, 0.9100126742712294, 0.9037227214377407]"
46,0.9083829251617977,"[0.9219143576826196, 0.9130434782608695, 0.9230769230769231, 0.8897535667963683, 0.9088575096277278, 0.9102730819245773, 0.8883248730964467, 0.9183673469387755, 0.9072426937738246, 0.9029754204398448]"
47,0.9037550593682082,"[0.9157232704402516, 0.9015544041450777, 0.9164556962025316, 0.8854568854568855, 0.9088575096277278, 0.910039113428944, 0.8908629441624365, 0.9037227214377407, 0.9037227214377407, 0.9011553273427471]"
48,0.901373737042942,"[0.9074778200253485, 0.9029754204398448, 0.9104665825977302, 0.8880208333333334, 0.9058064516129032, 0.89501312335958, 0.8925831202046036, 0.9072164948453608, 0.8991060025542784, 0.9050715214564369]"
49,0.8942619417276754,"[0.9104665825977302, 0.9051282051282051, 0.9095477386934674, 0.8891786179921773, 0.8676277850589778, 0.8525469168900804, 0.8951406649616368, 0.9102564102564102, 0.9002557544757033, 0.9024707412223667]"
50,0.9050851277303467,"[0.9159347553324969, 0.9048843187660668, 0.9189873417721519, 0.8891752577319587, 0.9083870967741936, 0.9043927648578811, 0.8897338403041825, 0.9165596919127086, 0.9024081115335868, 0.9003880983182406]"
51,0.9105440718830964,"[0.9234629861982434, 0.9151670951156813, 0.9257861635220126, 0.8935064935064935, 0.9128205128205128, 0.9069767441860465, 0.8954081632653061, 0.9156010230179028, 0.9146496815286624, 0.9020618556701031]"
52,0.9076724837799816,"[0.9207547169811321, 0.9147286821705426, 0.9269521410579346, 0.8926261319534282, 0.9125964010282777, 0.8761651131824234, 0.8968152866242038, 0.9181585677749361, 0.9130434782608695, 0.9048843187660668]"
53,0.9092002913579261,"[0.9180327868852459, 0.9121447028423773, 0.9296482412060302, 0.8903225806451613, 0.911651728553137, 0.9010416666666666, 0.8942675159235669, 0.9195402298850575, 0.9107142857142857, 0.904639175257732]"
54,0.9078647186256219,"[0.9219143576826196, 0.9072164948453608, 0.9242424242424242, 0.8914728682170543, 0.907928388746803, 0.9041450777202072, 0.8956743002544529, 0.9130434782608695, 0.9097839898348158, 0.9032258064516129]"
55,0.9063401883777479,"[0.9205548549810845, 0.9072164948453608, 0.9193954659949622, 0.8952134540750324, 0.9074550128534704, 0.9036458333333334, 0.8905852417302799, 0.9065300896286812, 0.9072426937738246, 0.9055627425614489]"
56,0.9089682053359034,"[0.9221105527638191, 0.910025706940874, 0.9255989911727617, 0.8911917098445595, 0.9104859335038363, 0.9064935064935065, 0.8931297709923665, 0.9171974522292994, 0.9125475285171103, 0.9009009009009009]"
57,0.8900052465206919,"[0.89171974522293, 0.8769633507853403, 0.9086294416243654, 0.8776041666666666, 0.8998699609882965, 0.8844621513944223, 0.8857509627727856, 0.8940568475452196, 0.8891752577319587, 0.8918205804749341]"
58,0.9108860689850105,"[0.9242424242424242, 0.9111969111969112, 0.929471032745592, 0.8937823834196891, 0.9114249037227214, 0.9041450777202072, 0.9019108280254777, 0.9195402298850575, 0.9150823827629911, 0.8980645161290323]"
59,0.9116073202116037,"[0.922882427307206, 0.9125964010282777, 0.9329962073324906, 0.8917525773195877, 0.9102564102564102, 0.9053177691309987, 0.9010152284263959, 0.9183673469387755, 0.9150823827629911, 0.9058064516129032]"
60,0.9080408000895435,"[0.9195979899497487, 0.9076923076923077, 0.9267676767676768, 0.8911917098445595, 0.9147286821705426, 0.9057591623036649, 0.8939974457215837, 0.9146496815286624, 0.9042145593869731, 0.9018087855297158]"
61,0.9126735360572289,"[0.9284818067754078, 0.9135483870967742, 0.9329962073324906, 0.8906048906048906, 0.9153846153846154, 0.9048239895697523, 0.9016602809706258, 0.9209183673469388, 0.9139240506329114, 0.9043927648578811]"
