number,values_0,value,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_reg_alpha,params_reg_lambda,params_subsample,state
49,0.8995852733887999,0.8995852733887999,0.7666772306625831,92,0.014971524488269577,0.0990978216335203,23,2,1497,0.5941080884962233,3.7066493392821274,0.8245282936008009,COMPLETE
50,0.8930336106658524,0.8930336106658524,0.5590237294146319,98,1.168138053868256,0.019786815340522138,22,2,2767,1.2090719265554764,3.0464748751967825,0.8178780064735264,COMPLETE
51,0.8970670177849019,0.8970670177849019,0.755538001638236,38,0.055566337258071814,0.09949076938416418,23,4,1469,0.623691097864274,4.1884829215481,0.902190813727668,COMPLETE
52,0.8968183090349336,0.8968183090349336,0.8345677994418573,67,0.4095643069697005,0.08723840143880666,26,3,1820,0.2051184690601245,3.693628564138473,0.7672077614829228,COMPLETE
53,0.8995884538075976,0.8995884538075976,0.7435743923508501,90,0.006129020902974458,0.06025835624797626,20,2,1292,0.44299477999478465,4.081894944833243,0.8361766017216649,COMPLETE
54,0.9023624150828182,0.9023624150828182,0.7331461487775053,92,0.035068931753270374,0.058742510441436684,20,2,1338,0.5092207844056299,4.0751626208877205,0.8379839394678441,COMPLETE
55,0.8995871816400784,0.8995871816400784,0.7713071160065407,124,0.02030578106133329,0.05803174544371486,20,2,1239,0.523066732980462,4.990766090820216,0.79938116948371,COMPLETE
56,0.8973182708699083,0.8973182708699083,0.7783121496334847,159,0.04064874360977966,0.058464103608349735,20,2,1127,0.9262054833727403,4.959175047175565,0.796863140405909,COMPLETE
57,0.894544945678447,0.894544945678447,0.683698408258909,118,0.6289361290753728,0.03163177752026065,17,2,1168,0.49960222691284834,4.576671932638469,0.9395179956914206,COMPLETE
58,0.899083403302547,0.899083403302547,0.742915067065232,130,0.0050249406409505065,0.06684283757202882,20,1,1320,2.5319902078622887,4.076550425578099,0.9065102892664353,COMPLETE
59,0.8983277357962498,0.8983277357962498,0.7421103959631177,130,0.004523973752502981,0.057709480837786556,20,1,752,2.5576788276529485,4.778843379630357,0.9083644978332867,COMPLETE
60,0.8970689260361805,0.8970689260361805,0.766569946415638,149,0.1535405725859953,0.0443095012029677,18,1,865,2.335770344154834,4.351768866165783,0.8861370131310679,COMPLETE
61,0.9003466656489328,0.9003466656489328,0.742859113968347,126,0.0157422022586471,0.05957369053580671,20,1,772,2.740061961735612,4.760724296259382,0.9106533597665252,COMPLETE
62,0.8905128107269166,0.8905128107269166,0.7352927075100888,173,0.4926296925372285,0.06411390605027127,20,1,1036,3.324322725446598,4.740011309841763,0.9887719672929838,COMPLETE
63,0.8970701982036996,0.8970701982036996,0.8059652751274581,93,0.16273301746940794,0.039101471870249586,19,2,1225,2.70149571185895,4.062786919996322,0.9495248496910003,COMPLETE
64,0.8917748009057833,0.8917748009057833,0.7779264300856918,127,0.5067752869997908,0.006535499492216782,21,2,1261,3.0294578624132216,4.958057174378779,0.9705306530565192,COMPLETE
65,0.8995909981426354,0.8995909981426354,0.7028687036321016,213,0.008049477046968649,0.05424400302740939,22,1,1521,2.20493523119704,4.2826688935643755,0.8219184053008779,COMPLETE
66,0.8948006513497699,0.8948006513497699,0.6914873970051143,213,0.6895757703761156,0.05530496612588192,17,2,1507,2.840857544375527,4.492899550274674,0.8176552188947701,COMPLETE
67,0.8970657456173831,0.8970657456173831,0.716304491915118,331,0.3748890172142124,0.07081718653338391,22,1,401,2.212103097619109,4.29430379329927,0.7209329159362268,COMPLETE
68,0.8983302801312878,0.8983302801312878,0.6356005963520199,274,0.17215306301304845,0.0295442917599434,23,2,1092,1.769770083213167,4.663568464720681,0.8326379410577729,COMPLETE
69,0.8922792153270743,0.8922792153270743,0.7050293114930729,256,0.541409118949487,0.012515038106150332,21,1,1688,4.719345075904671,4.500733426573197,0.7820024104087308,COMPLETE
70,0.8960613693611176,0.8960613693611176,0.8119721713466176,167,0.39907160719157786,0.05343078833344174,19,2,768,3.535231474065582,4.893773386778311,0.8762532333228706,COMPLETE
71,0.8983283718800091,0.8983283718800091,0.747439990716356,139,0.010154135655288029,0.06878026081239143,20,1,1317,2.4746372602834636,4.08425990209376,0.8091089475238256,COMPLETE
72,0.9000954125639267,0.9000954125639267,0.7335489471827854,90,0.15783585156883354,0.06010187055790446,18,1,633,2.849424876853469,4.311679275536929,0.8492967588413721,COMPLETE
73,0.898577716713737,0.898577716713737,0.7303439285492471,86,0.1854350495362636,0.06091033891756897,18,1,627,2.982225704338555,0.039639218460068903,0.8457901089580686,COMPLETE
74,0.8804207057985394,0.8804207057985394,0.7632256816359406,114,2.6981758303254324,0.03475498265809038,16,2,940,3.3007016252111443,4.244963089111458,0.7457388257340236,COMPLETE
