number,values_0,value,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_reg_alpha,params_reg_lambda,params_subsample,state
59,0.971890119036329,0.971890119036329,0.7486199600456285,154,0.19206936353189896,0.024453120319561213,26,1,231,1.7882939237639865,2.946481436958945,0.8790477969601133,COMPLETE
60,0.9646457321863778,0.9646457321863778,0.6951420085521998,102,3.8555664691094593,0.015581428549864693,28,2,874,1.3669180029006538,2.456920409304223,0.764558924272297,COMPLETE
61,0.9732035677488315,0.9732035677488315,0.6325232981571522,195,0.08045689603187965,0.017321175051027326,28,2,699,2.2276277276739083,2.775257240975549,0.8359258893624462,COMPLETE
62,0.9744939166619764,0.9744939166619764,0.6585238044345776,135,0.039542951755026395,0.0234495246606853,26,1,712,1.6977169446543217,3.165717482508024,0.7963809727762622,COMPLETE
63,0.9627834154716645,0.9627834154716645,0.5769941709510479,131,4.993412893938522,0.04093933742130873,26,1,569,0.9005217313044662,3.442863617827224,0.8287845746054834,COMPLETE
64,0.973729478909904,0.973729478909904,0.7089749665856544,159,0.6769059958063314,0.022928705320996542,29,1,897,1.332741504347318,3.1472780766614252,0.7735309272813894,COMPLETE
65,0.9737150385235456,0.9737150385235456,0.7274805373176395,86,0.41443552140416423,0.014485239802427032,27,1,1054,1.7119034678173755,2.883029458908279,0.8552884591292941,COMPLETE
66,0.9727678455547512,0.9727678455547512,0.6612375071523638,135,0.21261285564898796,0.028676909690595626,25,2,373,2.576077936300816,2.146674446897521,0.8933159380732876,COMPLETE
67,0.9744434138602523,0.9744434138602523,0.5908245274802523,185,0.4799058459402693,0.020337813896677884,29,1,778,1.152044723698416,2.5856052082962093,0.8105419728607582,COMPLETE
68,0.9740274359630707,0.9740274359630707,0.5943643721787775,229,0.4665845598054621,0.02012134532429215,29,2,812,1.158410440216072,2.609822717821595,0.7227775856771005,COMPLETE
69,0.9735949343445908,0.9735949343445908,0.5766513038022878,184,0.6930615663020963,0.023182900390300912,27,3,589,0.8290703300314876,3.125246096744739,0.8065844704896479,COMPLETE
70,0.9746112821469666,0.9746112821469666,0.6383295089921545,70,0.3152126955895904,0.010935282133564034,29,1,1256,1.0243043339969604,3.4738773018745515,0.7642651571669976,COMPLETE
71,0.9743516941159298,0.9743516941159298,0.6308604104514507,71,0.24394704268918663,0.014668904434170635,29,1,1249,1.4638899976884505,3.4345328045130645,0.7910466011521687,COMPLETE
72,0.9742987417492225,0.9742987417492225,0.5964929781367134,212,0.38348462492287755,0.01070184942297544,30,1,945,1.1603096150824939,2.369125453701005,0.8183819960731591,COMPLETE
73,0.9742991609862459,0.9742991609862459,0.6241467104432042,38,0.14633644028615198,0.019427120316418273,27,2,1429,1.0148584667540566,3.4708447478448967,0.7594736180049225,COMPLETE
74,0.9740230524464553,0.9740230524464553,0.566942352318529,188,0.5566154309891294,0.014007885849829017,25,3,1099,0.8376496392484933,2.6055771239406997,0.8814535170607621,COMPLETE
