number,values_0,value,params_brics_min_freq,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_reg_alpha,params_reg_lambda,params_rings_min_freq,params_side_min_freq,params_subsample,state,user_attrs_cv_recall,user_attrs_val_metric
0,0.8105263157894737,0.8105263157894737,5,0.5645681442874688,206,2.9017554786676203,0.10512774165803122,14,7,1889,3.578485317222357,0.9611758332226317,5,5,0.9101576102826514,COMPLETE,0.7834310120278862,0.8105263157894737
1,0.8175438596491228,0.8175438596491228,5,0.41747232797348244,136,0.382122220362755,0.15657631513770462,9,2,1526,0.18132324196209026,2.353817548916533,5,5,0.5507172563885104,COMPLETE,0.8115011874664828,0.8175438596491228
2,0.7052631578947368,0.7052631578947368,5,0.4797301820850097,10,2.141312244346919,0.010763525124559595,5,7,835,3.8523398598525165,0.812104937299869,5,5,0.6187837207753908,COMPLETE,0.6777675630123344,0.7052631578947368
3,0.8157894736842105,0.8157894736842105,5,0.6163874679332908,185,3.267744916958188,0.034011737055758745,17,3,430,1.017811986250453,4.147115404438194,5,5,0.9208558024717843,COMPLETE,0.7900099593963075,0.8157894736842105
4,0.8087719298245614,0.8087719298245614,5,0.6560019958710681,109,3.1862874947077566,0.01070323002908552,17,11,1444,1.000284244993765,3.320409405371051,5,5,0.8239380720951479,COMPLETE,0.7843101202788632,0.8087719298245614
5,0.8263157894736842,0.8263157894736842,5,0.9582178781256293,290,0.19068651226082312,0.059210335298369124,25,3,1081,3.1829157730301123,4.028796556485775,5,5,0.8445348042007617,COMPLETE,0.8031525319849845,0.8263157894736842
6,0.8105263157894737,0.8105263157894737,5,0.7766458146173669,39,4.85287592376373,0.06440260579009452,21,14,850,0.09094281846697971,3.9967029573605934,5,5,0.8740195099186628,COMPLETE,0.775971041139968,0.8105263157894737
7,0.775438596491228,0.775438596491228,5,0.8784977849076274,148,4.9872034093810615,0.001675349554249542,12,9,398,1.037150879358304,2.204683698690258,5,5,0.5574234698699777,COMPLETE,0.7391423427564543,0.775438596491228
8,0.787719298245614,0.787719298245614,5,0.562656977680017,159,4.789557888671067,0.01240259786597529,26,5,1367,2.756523264919417,4.565566253049111,5,5,0.4598610495612534,COMPLETE,0.7593139508159045,0.787719298245614
9,0.7982456140350878,0.7982456140350878,5,0.44196654247565514,17,4.545084900449005,0.15264709910200994,19,9,527,0.1146120814566709,2.8013850761920995,5,5,0.6214432001250882,COMPLETE,0.766768175898261,0.7982456140350878
