trial_number,value_for_optimization,fold_metrics
52,0.9127121339337962,"[np.float64(0.9218189451186932), np.float64(0.9168034246749612), np.float64(0.9319072335445131), np.float64(0.9004115461924027), np.float64(0.9129710200239167), np.float64(0.9116956720861003), np.float64(0.8927880823346819), np.float64(0.916755718392998), np.float64(0.9103535353535354), np.float64(0.9116161616161617)]"
53,0.9110716739180216,"[np.float64(0.9218157646998957), np.float64(0.9155407984123349), np.float64(0.9243378368063506), np.float64(0.9004115461924027), np.float64(0.9091895020736331), np.float64(0.9129487570923339), np.float64(0.8940570694349032), np.float64(0.9154962725491693), np.float64(0.9090909090909092), np.float64(0.9078282828282829)]"
54,0.9125855532656539,"[np.float64(0.9180406075872071), np.float64(0.9167875225809734), np.float64(0.9331666793883419), np.float64(0.9016741724550289), np.float64(0.9142304658677455), np.float64(0.9053889016105641), np.float64(0.8978449482227819), np.float64(0.9180151642368267), np.float64(0.9090909090909091), np.float64(0.9116161616161615)]"
55,0.9147294735770805,"[np.float64(0.925606823906572), np.float64(0.916784342162176), np.float64(0.9344261252321706), np.float64(0.9004115461924027), np.float64(0.9154899117115742), np.float64(0.9167429967178078), np.float64(0.8940602498537007), np.float64(0.9205404167620792), np.float64(0.9078282828282829), np.float64(0.9154040404040404)]"
56,0.912079866676844,"[np.float64(0.9218189451186932), np.float64(0.9104839325242348), np.float64(0.9243378368063506), np.float64(0.8991489199297764), np.float64(0.9192682492430604), np.float64(0.9104362262422716), np.float64(0.8953196956975294), np.float64(0.9230656692873318), np.float64(0.9103535353535354), np.float64(0.9065656565656566)]"
57,0.9051433732793935,"[np.float64(0.9142590896369234), np.float64(0.9067087754115462), np.float64(0.9180374271684095), np.float64(0.8903200773477852), np.float64(0.9066547082919879), np.float64(0.9066483474543927), np.float64(0.8890129252219933), np.float64(0.9129742004427143), np.float64(0.9053030303030303), np.float64(0.9015151515151515)]"
58,0.9009798870315244,"[np.float64(0.9029049945296796), np.float64(0.8915827036104114), np.float64(0.9142559092181259), np.float64(0.8928516907106328), np.float64(0.907910973717019), np.float64(0.8978036027784139), np.float64(0.8940602498537007), np.float64(0.9066610691295829), np.float64(0.9015151515151515), np.float64(0.9002525252525253)]"
59,0.9106922499554742,"[np.float64(0.9205499580184718), np.float64(0.9167970638373661), np.float64(0.934422944813373), np.float64(0.8953610411418975), np.float64(0.9079300562298044), np.float64(0.9091735999796453), np.float64(0.892794443172277), np.float64(0.916762079230593), np.float64(0.9078282828282829), np.float64(0.9053030303030303)]"
60,0.9108181945398568,"[np.float64(0.9243378368063506), np.float64(0.914268630893316), np.float64(0.9192905121746431), np.float64(0.8928453298730377), np.float64(0.9180119838180292), np.float64(0.9129582983487265), np.float64(0.8927976235910744), np.float64(0.9167525379742004), np.float64(0.9053030303030303), np.float64(0.9116161616161617)]"
61,0.9133412207719511,"[np.float64(0.9256036434877745), np.float64(0.9180533292623974), np.float64(0.9293788006004631), np.float64(0.9004051853548075), np.float64(0.9129678396051193), np.float64(0.9142177441925552), np.float64(0.895322876116327), np.float64(0.916755718392998), np.float64(0.9103535353535354), np.float64(0.9103535353535354)]"
62,0.9135934279825966,"[np.float64(0.9281257155942294), np.float64(0.9142654504745185), np.float64(0.9306446072818868), np.float64(0.90040200493601), np.float64(0.9154930921303717), np.float64(0.9129582983487265), np.float64(0.8940634302724983), np.float64(0.9192746100806555), np.float64(0.9090909090909092), np.float64(0.9116161616161615)]"
63,0.9129630689769229,"[np.float64(0.9243378368063506), np.float64(0.9130091850494872), np.float64(0.9319072335445131), np.float64(0.8991457395109788), np.float64(0.9192682492430604), np.float64(0.9104425870798667), np.float64(0.8965823219601556), np.float64(0.9205435971808769), np.float64(0.9065656565656566), np.float64(0.9078282828282829)]"
64,0.9128361702669008,"[np.float64(0.9243410172251483), np.float64(0.919312775106226), np.float64(0.9281225351754319), np.float64(0.8991521003485738), np.float64(0.9192714296618578), np.float64(0.9066483474543927), np.float64(0.9003638399104394), np.float64(0.9154930921303717), np.float64(0.9090909090909092), np.float64(0.9065656565656566)]"
65,0.9094328041116453,"[np.float64(0.9117274762740758), np.float64(0.9180660509375875), np.float64(0.9218125842810981), np.float64(0.891585884029209), np.float64(0.9154899117115742), np.float64(0.9091672391420502), np.float64(0.890278731903417), np.float64(0.9154930921303717), np.float64(0.9116161616161615), np.float64(0.9090909090909091)]"
66,0.9138459532351219,"[np.float64(0.923078390962522), np.float64(0.9130091850494872), np.float64(0.9306477877006845), np.float64(0.9041962445614838), np.float64(0.9205372363432817), np.float64(0.9142145637737578), np.float64(0.8965791415413582), np.float64(0.9180151642368267), np.float64(0.9065656565656566), np.float64(0.9116161616161615)]"
67,0.9098106378647939,"[np.float64(0.9155121746431569), np.float64(0.9117497392056586), np.float64(0.9268662697504007), np.float64(0.8991489199297764), np.float64(0.9117020329236953), np.float64(0.9079077932982216), np.float64(0.8953292369539221), np.float64(0.9117083937612905), np.float64(0.9078282828282829), np.float64(0.9103535353535354)]"
68,0.9114498257130499,"[np.float64(0.920556318856067), np.float64(0.9180533292623974), np.float64(0.9243410172251483), np.float64(0.9004115461924027), np.float64(0.9129614787675241), np.float64(0.9066515278731904), np.float64(0.8927976235910744), np.float64(0.916755718392998), np.float64(0.9141414141414141), np.float64(0.9078282828282829)]"
69,0.9124586545556317,"[np.float64(0.9256036434877745), np.float64(0.9079650408365774), np.float64(0.928128896013027), np.float64(0.9004083657736051), np.float64(0.9180088033992316), np.float64(0.9104298654046765), np.float64(0.8991075744854082), np.float64(0.9167525379742004), np.float64(0.9053030303030303), np.float64(0.9128787878787878)]"
70,0.9118298857593568,"[np.float64(0.9230879322189145), np.float64(0.9130060046306898), np.float64(0.9319104139633108), np.float64(0.8978862936671501), np.float64(0.9142304658677455), np.float64(0.9116988525048978), np.float64(0.895322876116327), np.float64(0.9117115741800881), np.float64(0.9090909090909091), np.float64(0.9103535353535354)]"
71,0.9113248352543064,"[np.float64(0.9192936925934407), np.float64(0.9180533292623974), np.float64(0.9256036434877745), np.float64(0.8978862936671501), np.float64(0.916755718392998), np.float64(0.9116988525048978), np.float64(0.8940602498537007), np.float64(0.9129773808615118), np.float64(0.9090909090909092), np.float64(0.9078282828282829)]"
72,0.9111950741673663,"[np.float64(0.9268630893316032), np.float64(0.914268630893316), np.float64(0.9306414268630894), np.float64(0.8941015952980689), np.float64(0.9117020329236953), np.float64(0.9079014324606264), np.float64(0.8953196956975294), np.float64(0.9117083937612905), np.float64(0.9103535353535354), np.float64(0.9090909090909092)]"
73,0.9135937460244763,"[np.float64(0.9218221255374908), np.float64(0.9193064142686309), np.float64(0.9306477877006845), np.float64(0.9029336182988577), np.float64(0.9167525379742004), np.float64(0.912955117929929), np.float64(0.8953165152787319), np.float64(0.9167588988117956), np.float64(0.9103535353535354), np.float64(0.9090909090909091)]"
74,0.911953922092461,"[np.float64(0.9256036434877745), np.float64(0.914268630893316), np.float64(0.9331666793883419), np.float64(0.8941015952980689), np.float64(0.911705213342493), np.float64(0.9104362262422716), np.float64(0.8927976235910744), np.float64(0.9154899117115742), np.float64(0.9090909090909092), np.float64(0.9128787878787878)]"
