trial_number,value_for_optimization,fold_metrics
0,0.89959557746443,"[0.9003783102143758, 0.9003783102143758, 0.9041614123581336, 0.89281210592686, 0.9066834804539723, 0.905422446406053, 0.8890290037831021, 0.9041614123581336, 0.8939393939393939, 0.898989898989899]"
1,0.8910192721668132,"[0.89281210592686, 0.8764186633039092, 0.905422446406053, 0.8764186633039092, 0.9016393442622951, 0.8877679697351829, 0.8902900378310215, 0.8965952080706179, 0.8888888888888888, 0.8939393939393939]"
2,0.9079209497242285,"[0.9192938209331651, 0.9117276166456494, 0.9167717528373266, 0.8890290037831021, 0.914249684741488, 0.9104665825977302, 0.8940731399747793, 0.9104665825977302, 0.9078282828282829, 0.9053030303030303]"
3,0.886857063701326,"[0.8953341740226987, 0.8726355611601513, 0.8953341740226987, 0.8751576292559899, 0.8965952080706179, 0.8814627994955864, 0.8852459016393442, 0.8902900378310215, 0.8876262626262627, 0.8888888888888888]"
4,0.8994701109455209,"[0.9041614123581336, 0.8902900378310215, 0.9092055485498108, 0.8890290037831021, 0.9079445145018915, 0.8991172761664565, 0.8940731399747793, 0.9029003783102144, 0.8977272727272727, 0.9002525252525253]"
