number,values_0,value,params_brics_min_freq,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_reg_alpha,params_reg_lambda,params_rings_min_freq,params_side_min_freq,params_subsample,state,user_attrs_cv_recall,user_attrs_val_metric
0,0.9407293435200905,0.9407293435200905,5,0.5249287031611636,60,4.988460707334466,0.26048718181554353,21,5,913,2.7314155644658515,4.9265589037859385,5,5,0.5970721446663548,COMPLETE,0.7641461732934958,0.9407293435200905
1,0.9440267756083758,0.9440267756083758,5,0.5892181085711932,64,2.6083170534505884,0.04077742529048421,21,7,1957,4.66795653917137,1.7755030228230162,5,5,0.8281201989316501,COMPLETE,0.7746629127403662,0.9440267756083758
2,0.9377069185059422,0.9377069185059422,5,0.7882628329977384,108,1.1398165309464954,0.004292261011603515,26,8,396,3.462058221142868,4.739370411842271,5,5,0.6674541804325044,COMPLETE,0.7500995939630737,0.9377069185059422
3,0.9421804258630447,0.9421804258630447,5,0.6201780631125272,217,2.1477298594345733,0.18587654764647507,5,10,603,4.658044376239273,3.1618591655349917,5,5,0.7706555679087757,COMPLETE,0.7689630736229219,0.9421804258630447
4,0.9495560979060554,0.9495560979060554,5,0.946821053312685,276,2.7525141993550943,0.022447151321488345,23,5,1727,1.1233338175251872,3.2177659340411626,5,5,0.4978320074354457,COMPLETE,0.7943959243085881,0.9495560979060554
5,0.9552702320316923,0.9552702320316923,5,0.6807845510592682,203,1.1242879933816492,0.020964206024723743,30,7,1380,0.33022128679653817,1.6635554621463111,5,5,0.6152072067079458,COMPLETE,0.8040335555044817,0.9552702320316923
6,0.9396301994906622,0.9396301994906622,5,0.8324436982639902,41,3.958687064360931,0.019649504279803696,7,6,1528,2.709458849029636,1.5505403707360372,5,5,0.5114607488484036,COMPLETE,0.7645771087106412,0.9396301994906622
7,0.9495260328239954,0.9495260328239954,5,0.5117255897499099,233,3.8839282015286454,0.0065843215749664735,20,1,1899,0.7733196217144733,2.6190134675320857,5,5,0.6019587974994755,COMPLETE,0.7807975178119972,0.9495260328239954
8,0.9391500424448217,0.9391500424448217,5,0.5541183897420804,259,3.3915804028865555,0.012219944212091674,14,10,1137,3.6027049750302935,2.0699627508098617,5,5,0.5394404927494821,COMPLETE,0.7566862024055773,0.9391500424448217
9,0.9486974745331068,0.9486974745331068,5,0.7802126775419532,183,3.2456278148408706,0.027917817359433484,25,1,1429,2.596543543939262,4.532144436802987,5,5,0.9726855017940818,COMPLETE,0.78518922852984,0.9486974745331068
