number,values_0,value,params_brics_min_freq,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_reg_alpha,params_reg_lambda,params_rings_min_freq,params_side_min_freq,params_subsample,state,user_attrs_cv_recall,user_attrs_val_metric
0,0.8444846292947559,0.8444846292947559,5,0.6627691217940548,138,2.4951380901366917,0.054437155907133855,27,7,1249,0.926550284010908,1.5106817337064682,5,5,0.5815665156104928,COMPLETE,0.7948345207998162,0.8444846292947559
1,0.8556053811659193,0.8556053811659193,5,0.9156231971135046,177,0.5596856757757906,0.014490541478782154,9,3,740,0.9660432743766939,0.013685342509240361,5,5,0.9304758858137653,COMPLETE,0.8031678541331495,0.8556053811659193
2,0.8372093023255814,0.8372093023255814,5,0.49627769728668764,248,3.4121175801022745,0.0014313029348806188,12,2,1297,1.6635372659699739,3.759964492840166,5,5,0.6992007194122197,COMPLETE,0.7505401057228224,0.8372093023255814
3,0.8398190045248869,0.8398190045248869,5,0.7232387065836889,246,0.7939130704955938,0.01776138266819055,5,10,1456,2.3436146190884943,3.510508583940064,5,5,0.44870931975260064,COMPLETE,0.7851911437983606,0.8398190045248869
4,0.8065693430656934,0.8065693430656934,5,0.8615785320352028,21,2.39892853270794,0.007570357217690184,19,12,101,1.1619483483496236,2.5993131697144953,5,5,0.46028502358367007,COMPLETE,0.7259901938251743,0.8065693430656934
5,0.8389444949954504,0.8389444949954504,5,0.5066769200314627,266,0.377184253760387,0.014270105009608708,20,13,911,0.5575028675801075,3.4504605943894,5,5,0.44418450842973684,COMPLETE,0.7821209683597641,0.8389444949954504
6,0.8322756119673618,0.8322756119673618,5,0.49234219091239456,163,1.4217418554767713,0.022299444172647818,24,15,1640,1.4060750313293253,0.6573592213430074,5,5,0.5151852009187822,COMPLETE,0.7843139508159045,0.8322756119673618
7,0.8306010928961749,0.8306010928961749,5,0.9698339957657482,282,3.6512944608176356,0.27905074825887494,14,4,1619,4.252046422569259,3.890980954989136,5,5,0.6816501250175724,COMPLETE,0.7786121964299395,0.8306010928961749
8,0.8351648351648352,0.8351648351648352,5,0.9427827578563598,39,4.764785909651992,0.1726728552701308,13,3,303,3.681888373756933,1.9075933781268146,5,5,0.8257563079315121,COMPLETE,0.7746648280088869,0.8351648351648352
9,0.8471223021582733,0.8471223021582733,5,0.8978534685558116,291,1.6717689086803573,0.007564156305733301,25,9,1078,0.7772629840506928,1.2997316434581578,5,5,0.9453558856023869,COMPLETE,0.7952769478280854,0.8471223021582733
10,0.7534246575342466,0.7534246575342466,5,0.7687682681604431,166,0.04081058162962181,0.0013722643083761534,3,5,641,0.042139220731427285,0.09118090149327343,5,5,0.9769065988294869,COMPLETE,0.6448881483183942,0.7534246575342466
11,0.8442028985507246,0.8442028985507246,5,0.8467646249819114,202,1.4863701098982294,0.004171880276711364,30,8,895,2.6059910290322934,0.9126338806700316,5,5,0.9844766747566539,COMPLETE,0.7821152225542021,0.8442028985507246
12,0.8398190045248869,0.8398190045248869,5,0.8651511972462793,93,1.4472798479926607,0.004438483213677806,8,6,1941,2.3051627518796187,0.20090381089959086,5,5,0.8599898256409633,COMPLETE,0.7847468015015705,0.8398190045248869
13,0.8478847884788479,0.8478847884788479,5,0.9979212803755373,92,0.924311289987146,0.05087377672851726,22,10,602,0.14593100175861073,4.874355890698376,5,5,0.8485382972862137,COMPLETE,0.8057936872749559,0.8478847884788479
14,0.8625,0.8625,5,0.9985042260805164,87,0.9001907929740556,0.0693947499361067,8,1,569,0.3328754085118247,4.670539976005371,5,5,0.8154559977129214,COMPLETE,0.8079732628514517,0.8625
15,0.8497777777777777,0.8497777777777777,5,0.7872462601883201,93,0.7409246364696176,0.07788485486292557,9,1,436,1.8356003347495815,4.831244030893986,5,5,0.769155196441851,COMPLETE,0.8053474297096452,0.8497777777777777
16,0.8428701180744778,0.8428701180744778,5,0.6698017201962956,203,1.9996305474691778,0.03278837496525108,8,1,755,3.133253553505183,2.6486368682600903,5,5,0.9108928055954533,COMPLETE,0.7860645062437754,0.8428701180744778
17,0.8486486486486486,0.8486486486486486,5,0.5727308487565832,123,3.150782589768659,0.11943595914309449,17,3,405,0.48239119156439303,4.3080106268764204,5,5,0.7802028068842888,COMPLETE,0.790879491304681,0.8486486486486486
18,0.8127340823970037,0.8127340823970037,5,0.9222723926281065,60,0.00047361217226327135,0.03330381086495143,5,5,100,4.882996782932991,2.7776144967057546,5,5,0.634385324817619,COMPLETE,0.7141576649046196,0.8127340823970037
19,0.8615107913669064,0.8615107913669064,5,0.8001067507740083,195,0.9633575154007816,0.009478344815961402,11,1,1040,1.6966193111339223,2.162693356188114,5,5,0.8769272231690186,COMPLETE,0.80272542710488,0.8615107913669064
20,0.8519195612431444,0.8519195612431444,5,0.5912061124383183,212,1.1429279559309948,0.0024431219402974856,15,1,1054,1.8148840305341822,2.1919172503265942,5,5,0.7651781450065049,COMPLETE,0.7794836436068338,0.8519195612431444
21,0.8591928251121076,0.8591928251121076,5,0.8034602406478061,183,0.4587035690297956,0.009188877991642351,11,3,792,1.1367508283539332,2.99515191982189,5,5,0.9161329849742385,COMPLETE,0.8014058070941547,0.8591928251121076
22,0.8496849684968497,0.8496849684968497,5,0.40822222188588303,128,2.01149270207637,0.009251115241291024,11,2,915,1.2899574098536755,4.323170622981975,5,5,0.8911716349899002,COMPLETE,0.7900080441277868,0.8496849684968497
23,0.8534798534798534,0.8534798534798534,5,0.8173833870439575,231,0.46229934265218064,0.00419324871319779,11,4,561,0.47665190827017184,3.1162195257464287,5,5,0.8079083254033063,COMPLETE,0.7786102811614188,0.8534798534798534
24,0.840867992766727,0.840867992766727,5,0.7335954570042814,179,0.9785320310471637,0.02800844122731273,6,1,1213,2.7891895177221433,2.0277035560326127,5,5,0.8683456805488279,COMPLETE,0.7943940090400675,0.840867992766727
25,0.8494138863841298,0.8494138863841298,5,0.7793221324479993,146,1.9203436721219194,0.011090657783170605,15,2,781,1.9566767784110342,3.0958294299322486,5,5,0.9081540352184705,COMPLETE,0.7939534972803186,0.8494138863841298
