number,values_0,value,params_brics_min_freq,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_reg_alpha,params_reg_lambda,params_rings_min_freq,params_side_min_freq,params_subsample,state,user_attrs_cv_recall,user_attrs_val_metric
0,0.8728742218449349,0.8728742218449349,5,0.629072683444631,94,4.236673128197008,0.005754564503529957,16,5,855,1.0266118661580754,3.8697692118186513,5,5,0.6398787146554828,COMPLETE,0.7759729564084885,0.8728742218449349
1,0.8711003820033956,0.8711003820033956,5,0.8226680171464532,134,0.8899898374221171,0.09384949726235779,23,11,699,3.535642680128258,0.03721736150208432,5,5,0.6588099494100349,COMPLETE,0.7891442580249751,0.8711003820033956
2,0.821546052631579,0.821546052631579,5,0.9512872965693359,103,1.022041288945041,0.0011222992327380454,19,15,131,4.0209147976688655,4.672656276484826,5,5,0.4374568927114189,COMPLETE,0.7062667585995557,0.821546052631579
3,0.86875,0.86875,5,0.541429590255895,174,2.934493827473761,0.007522449865744994,15,7,477,3.618337524734956,3.0700509940378673,5,5,0.8210674820465584,COMPLETE,0.7636980004596644,0.86875
4,0.8610780984719864,0.8610780984719864,5,0.9057821031283909,187,0.05592756283007261,0.0035169226089293176,13,15,1150,4.392873694087275,2.5878021144754833,5,5,0.6497532681600963,COMPLETE,0.7558090094231211,0.8610780984719864
5,0.8482739105829089,0.8482739105829089,5,0.5562772796317172,171,3.608224087624609,0.0021337268643755727,30,13,451,1.7007737265347718,3.044326903005237,5,5,0.8045771525633527,COMPLETE,0.7378284685512908,0.8482739105829089
6,0.8627016129032259,0.8627016129032259,5,0.70033843883561,210,4.25881818892744,0.1810091065302245,14,14,1916,4.19598799724022,0.832284914453077,5,5,0.9979036265933422,COMPLETE,0.7650137899333487,0.8627016129032259
7,0.8674801924165252,0.8674801924165252,5,0.8456610521913245,80,3.776479614146035,0.012009214514776725,17,15,223,1.5715152862315895,4.815917275730246,5,5,0.9162069817487006,COMPLETE,0.762822722745729,0.8674801924165252
8,0.862609649122807,0.862609649122807,5,0.5491431604701738,142,4.320973458429353,0.013758145788598127,29,3,1159,3.325987717556006,0.7693165614874481,5,5,0.45518405935515904,COMPLETE,0.7562399448402666,0.862609649122807
9,0.8265669213355971,0.8265669213355971,5,0.6056792526745927,23,2.7802516241192676,0.0021294532874835074,10,12,535,4.706126385668793,2.780217630976697,5,5,0.4381440703666658,COMPLETE,0.7018846242243162,0.8265669213355971
10,0.8584854272778721,0.8584854272778721,5,0.41285338522787657,255,4.990042879243916,0.044723354070325606,4,1,1641,0.007331828205067836,3.676545802071221,5,5,0.5595500949992736,COMPLETE,0.7799222400980617,0.8584854272778721
11,0.8702426428975665,0.8702426428975665,5,0.7779917805051096,74,1.5427290135113894,0.050671398854792965,22,9,796,2.459181679839469,1.4205854638606052,5,5,0.6533361091062267,COMPLETE,0.7869436144947521,0.8702426428975665
12,0.8752440577249576,0.8752440577249576,5,0.7331857927461872,124,1.867106023118387,0.1767501818435664,25,6,915,0.09902372016527683,1.6876728611154557,5,5,0.5748488175106631,COMPLETE,0.8005190377690953,0.8752440577249576
13,0.8812729909451047,0.8812729909451047,5,0.7098263876628987,23,1.9151609381222223,0.21160646942544473,25,5,1369,0.06616750368428641,1.7888448625504518,5,5,0.586146674299591,COMPLETE,0.8053416839040833,0.8812729909451047
14,0.8570263865308433,0.8570263865308433,5,0.7217875984587502,11,2.0440272535924073,0.2903980308305623,25,6,1435,0.08004991710198539,1.6501057640549432,5,5,0.5435002204297898,COMPLETE,0.7886826783114993,0.8570263865308433
15,0.8776333474816073,0.8776333474816073,5,0.7266206930443248,291,2.1135060615486125,0.036840690214178316,26,3,1370,0.6387931296030304,1.9116709961268272,5,5,0.5447576754954118,COMPLETE,0.8027292576419214,0.8776333474816073
16,0.8753749292586304,0.8753749292586304,5,0.6269516094960498,286,2.3637240920508242,0.028524291241878098,27,3,1431,0.8312719397335661,2.025101018077811,5,5,0.7455445478962281,COMPLETE,0.798779973952348,0.8753749292586304
17,0.8758595076400679,0.8758595076400679,5,0.4063854424002567,235,1.3695799860968194,0.09296120062446096,21,1,1444,1.193422349976439,2.1778724951402775,5,5,0.506679879266505,COMPLETE,0.8014058070941547,0.8758595076400679
18,0.879891765704584,0.879891765704584,5,0.8033368879160807,288,0.3147763406445916,0.021914667965415125,27,4,1840,2.384315743404877,0.8788550763624281,5,5,0.7326119833898638,COMPLETE,0.8044740672642305,0.879891765704584
19,0.8766252829654781,0.8766252829654781,5,0.9925965223578948,63,0.7658093011916198,0.019483746468591044,30,9,1997,2.4399470240749066,0.8348200464049418,5,5,0.7423296764512322,COMPLETE,0.7987818892208688,0.8766252829654781
20,0.8848931805319751,0.8848931805319751,5,0.8058257279329296,42,0.0528183842291427,0.08753885714130011,20,4,1710,3.008356420472751,0.3016669425652836,5,5,0.8401619692564503,COMPLETE,0.8009652953344059,0.8848931805319751
21,0.881011247877759,0.881011247877759,5,0.8545962528695696,50,0.06307511060959792,0.09577091057118803,20,4,1736,3.139537206665719,0.04808087966566055,5,5,0.8592907665048459,COMPLETE,0.8044740672642303,0.881011247877759
22,0.879891765704584,0.879891765704584,5,0.8825320858662066,40,0.44206209477907493,0.07839204704428517,19,5,1691,2.9115324954912944,0.05165491088655866,5,5,0.8859515786052022,COMPLETE,0.8044798130697923,0.879891765704584
23,0.8780065082059989,0.8780065082059989,5,0.8797060717918572,42,0.012828159223840535,0.2966328683625409,20,8,1684,1.8485385173577953,0.38574183152116237,5,5,0.8804732549678692,COMPLETE,0.8066632191833294,0.8780065082059989
