SIDECHAINS_Br,SIDECHAINS_C,SIDECHAINS_C#C,SIDECHAINS_C#N,SIDECHAINS_C=C,SIDECHAINS_C=C\C,SIDECHAINS_C=N,SIDECHAINS_C=O,SIDECHAINS_CBr,SIDECHAINS_CC,SIDECHAINS_CC(C)C,SIDECHAINS_CC(C)N,SIDECHAINS_CC(C)O,SIDECHAINS_CC(F)F,SIDECHAINS_CC=C,SIDECHAINS_CC=O,SIDECHAINS_CCC,SIDECHAINS_CCN,SIDECHAINS_CCO,SIDECHAINS_CCS,SIDECHAINS_CCl,SIDECHAINS_CF,SIDECHAINS_CN,SIDECHAINS_CNC,SIDECHAINS_CNS,SIDECHAINS_CO,SIDECHAINS_CS,SIDECHAINS_CS(=O)=O,SIDECHAINS_C_N+_,SIDECHAINS_C_N+_(C)C,SIDECHAINS_C_S+_,SIDECHAINS_C_S+__O-_,SIDECHAINS_Cl,SIDECHAINS_ClC(Cl)Cl,SIDECHAINS_ClCCl,SIDECHAINS_F,SIDECHAINS_FC(F)F,SIDECHAINS_I,SIDECHAINS_N,SIDECHAINS_N=CN,SIDECHAINS_N=O,SIDECHAINS_N=_N+_,SIDECHAINS_NC=O,SIDECHAINS_NC=S,SIDECHAINS_NCN,SIDECHAINS_NN,SIDECHAINS_NO,SIDECHAINS_NS,SIDECHAINS_NS(=O)=O,SIDECHAINS_O,SIDECHAINS_O=CO,SIDECHAINS_O=CS,SIDECHAINS_O=P(O)O,SIDECHAINS_O=S,SIDECHAINS_O=S(=O)O,SIDECHAINS_O=S=O,SIDECHAINS_O=_N+__O-_,SIDECHAINS_OP,SIDECHAINS_OS,SIDECHAINS_S,SIDECHAINS__N+_=O,SIDECHAINS__N+_O,SIDECHAINS__N-_,SIDECHAINS__N-_=_N+_,SIDECHAINS__O-_
0.00015205893,0.041687414,0.00075630547,0.0013470509,-0.00038847112,-0.0,0.0040406687,0.0105115585,-0.0,-0.03277379,0.0040232125,-0.0,-0.0,-0.0,0.00040830096,0.003597297,-0.21947522,-0.0018196715,-0.00987395,-0.0,0.0031016716,-0.0,-0.015311297,0.0007229787,-0.0,-0.004783185,0.00157057,9.72026e-05,0.00054664735,0.00012492135,-0.0,-0.0,-0.0047605857,-0.002003252,-0.0,-0.018139122,8.148151e-05,0.0015623608,-0.011068677,-0.0,-0.0,-0.0,-0.0012831351,-0.0,0.00014520912,-0.0005508385,0.00026617863,-0.00015113722,0.0013160584,-0.10021102,0.07567126,-0.0,-5.2315436e-06,-0.0,-8.720168e-06,0.0005688076,0.0005440378,-0.0,-0.0,0.008511937,-0.0,-0.0,-0.0,-0.0,-0.00017221761
-0.0050909575,0.0012585777,0.0012905656,0.0025434073,0.00043321057,-0.0,0.0047210185,0.009220317,-0.0,-0.024248065,0.0030597777,-0.0,-0.0,-0.0,0.00012240815,0.0026390788,0.014540836,4.4942617e-06,-0.00396524,-0.0,0.0038335037,-0.0,-0.019982098,0.0029676466,-0.0,-0.019871596,0.005367255,0.00045424022,0.00061639654,3.1716147e-05,-0.0,-0.0,3.0548545e-06,-0.00175016,-0.0,-0.022757808,0.00020862739,0.001422285,-0.0010432946,-0.0,-0.0,-0.0,0.004889938,-0.0,3.7092683e-05,-0.00035129837,0.00033575692,-0.000109313725,0.0008465061,0.14787386,0.09091883,-0.0,-6.8517684e-06,-0.0,-6.9130692e-06,0.0053305496,0.00027679792,-0.0,-0.0,0.008878876,-0.0,-0.0,-0.0,-0.0,-3.5767363e-05
8.4983556e-05,0.0028753544,0.0016700146,0.0006120013,-0.00023300003,-0.0,0.0045022485,0.0040335897,-0.0,-0.007737689,0.0016078444,-0.0,-0.0,-0.0,5.2213854e-05,0.058865286,0.0035377152,-0.0004449939,-0.004706959,-0.0,0.0010060255,-0.0,-0.001862973,0.00096072105,-0.0,0.0027557197,0.0026111316,6.506109e-05,8.735699e-05,2.2975295e-05,-0.0,-0.0,0.055508953,-0.0015190414,-0.0,0.50165534,0.001832926,0.0011047255,-0.002234748,-0.0,-0.0,-0.0,0.0023196212,-0.0,2.2785485e-05,-0.00038826338,6.1024308e-05,-0.00012515287,0.0011766189,-0.06304514,0.06861977,-0.0,-3.9985325e-06,-0.0,-2.0215723e-05,0.0008944121,-0.0005509719,-0.0,-0.0,0.0075405664,-0.0,-0.0,-0.0,-0.0,-4.168482e-05
0.000112445225,0.00442828,0.0005966937,0.0037225569,-0.00013042979,-0.0,0.005356172,0.01033497,-0.0,-0.01858703,0.003004328,-0.0,-0.0,-0.0,0.00028128162,0.00083387067,0.0046508852,-0.0012118,-0.002970336,-0.0,0.0022116725,-0.0,-0.04172022,0.0047044316,-0.0,-0.016578857,0.003019736,7.36738e-05,0.00048013718,0.0001253073,-0.0,-0.0,-0.0038023118,-0.0018660328,-0.0,-0.0070801796,6.590517e-05,0.0013663956,-0.0031199218,-0.0,-0.0,-0.0,0.0065456256,-0.0,0.00014540802,-0.0004577337,0.0002778674,2.1416392e-05,0.001278841,0.23664358,0.0853961,-0.0,-6.8517684e-06,-0.0,-8.720168e-06,0.0012148328,0.00019023541,-0.0,-0.0,0.008088793,-0.0,-0.0,-0.0,-0.0,-0.0003788728
0.00020335324,-0.022224065,0.00044624516,0.0028116172,-0.00038178774,-0.0,0.0062286523,-0.062226024,-0.0,0.006160017,0.004307157,-0.0,-0.0,-0.0,0.00022330791,-0.0026729493,0.0030282398,-0.0007154614,-0.010322972,-0.0,0.0016415662,-0.0,0.14303356,-0.03873865,-0.0,-0.021243801,0.0024234732,-9.064207e-05,0.00012694384,0.00010657447,-0.0,-0.0,0.06711107,-0.002049009,-0.0,-0.031050995,0.0003073095,0.0015036934,0.013138175,-0.0,-0.0,-0.0,0.0019599523,-0.0,0.00014589,-0.00050749583,0.0007797921,-0.00018021005,0.0019668054,0.1439201,0.07916286,-0.0,-5.2315436e-06,-0.0,-8.720168e-06,0.0010419915,0.0015502063,-0.0,-0.0,0.0075405757,-0.0,-0.0,-0.0,-0.0,-0.00023810765
0.00026628125,0.13019435,0.0004803963,0.0023764346,-0.00015686719,-0.0,0.005519234,0.007778893,-0.0,-0.021641621,0.004292654,-0.0,-0.0,-0.0,0.0003039663,-0.0016134805,0.005029548,-0.0017603962,-0.007256,-0.0,0.0020088195,-0.0,0.023221634,0.002006418,-0.0,-0.008918658,0.0049472037,8.521359e-05,0.0002908781,0.00012541967,-0.0,-0.0,-0.014252232,-0.0019356417,-0.0,-0.017474752,0.00020666378,0.0015513726,0.09509231,-0.0,-0.0,-0.0,0.00085918093,-0.0,0.00014576889,-0.00069874676,0.0011334558,-0.00020018202,0.0025837547,0.17430392,0.11827775,-0.0,-5.2315436e-06,-0.0,-8.720168e-06,0.000833273,0.0012179008,-0.0,-0.0,0.015209279,-0.0,-0.0,-0.0,-0.0,-0.00020766846
0.00012204833,0.0027434514,0.0016319214,0.0019625141,0.00036947185,-0.0,0.004388086,0.01122916,-0.0,0.028034955,0.0032869673,-0.0,-0.0,-0.0,0.00012215966,0.0008502541,0.014320941,-0.0007616858,-0.0043624006,-0.0,0.0037869639,-0.0,0.07661534,0.0023791105,-0.0,0.0110701,0.0021816997,0.00034595735,0.0006200008,3.1555064e-05,-0.0,-0.0,2.9932024e-05,-0.0017791258,-0.0,-0.022472413,5.1950028e-05,0.0012825934,-0.0034747033,-0.0,-0.0,-0.0,0.0045495946,-0.0,3.7014004e-05,-0.00041332952,0.00032731902,-0.00020837296,0.0009896087,0.21934398,0.10283486,-0.0,-6.8517684e-06,-0.0,-8.720168e-06,0.0036697777,0.00066709676,-0.0,-0.0,0.008009724,-0.0,-0.0,-0.0,-0.0,-8.610316e-05
0.00012464914,0.01145234,0.0016198037,0.0016570739,0.00031022917,-0.0,0.0039135823,0.0104468,-0.0,0.04167536,0.0038279444,-0.0,-0.0,-0.0,8.979776e-05,0.007031352,0.0106518315,-0.0004414006,-0.0064692763,-0.0,0.0044093104,-0.0,0.075733356,0.0012112528,-0.0,0.00411175,0.0027260957,0.0004832713,0.0005076216,3.1606876e-05,-0.0,-0.0,0.004052649,-0.0017392328,-0.0,-0.015994426,0.00022474966,0.0014637678,-0.00633774,-0.0,-0.0,-0.0,0.002451228,-0.0,3.7248254e-05,-0.00041495098,0.00031512312,-0.00018521132,0.0011128985,0.15617673,0.09640534,-0.0,-5.2315436e-06,-0.0,-6.9130692e-06,0.003783558,0.00076338486,-0.0,-0.0,0.0077688885,-0.0,-0.0,-0.0,-0.0,-0.00015120069
0.00015775798,-0.008911226,0.0018578109,0.0011916449,8.8996436e-05,-0.0,0.005554936,0.0125862565,-0.0,0.020322029,0.003621988,-0.0,-0.0,-0.0,0.00024819985,0.0025446075,0.014261333,7.129719e-05,-0.0045481343,-0.0,0.0042608087,-0.0,0.10199894,0.0029901972,-0.0,0.03362496,0.0057929824,0.00039820414,0.00061893475,3.194143e-05,-0.0,-0.0,0.0059686396,-0.0016321453,-0.0,-0.02303121,6.760653e-05,0.0015102631,-0.0010285102,-0.0,-0.0,-0.0,0.0041116565,-0.0,3.7092683e-05,-0.0003861202,0.0003471434,-0.00025769995,0.0013276956,-0.040790193,0.101431794,-0.0,-6.8517684e-06,-0.0,-1.2607343e-05,0.0046395366,-0.00021688119,-0.0,-0.0,0.010459495,-0.0,-0.0,-0.0,-0.0,3.4650882e-05
0.00010203144,-0.0048395074,0.00020760893,0.00019014985,0.00028128194,-0.0,0.0026569425,-0.031348076,-0.0,-0.0057471087,0.0010437096,-0.0,-0.0,-0.0,3.4200835e-05,-0.0015154826,0.00019744202,-0.012849175,-0.027842293,-0.0,0.0007746221,-0.0,-0.05556692,-0.0055315355,-0.0,0.006694347,0.0010075751,0.00017269072,7.012747e-05,7.558049e-06,-0.0,-0.0,-0.007093548,-0.0017256425,-0.0,-0.025625968,-9.970239e-05,0.0007514539,-0.0018518491,-0.0,-0.0,-0.0,3.1355576e-05,-0.0,8.537921e-06,-0.00036123666,0.000107373155,-9.8970966e-05,0.00048183656,-0.01929962,-0.42172506,-0.0,-1.2091323e-05,-0.0,-2.0215723e-05,-0.00036608454,-0.0009102302,-0.0,-0.0,0.0056690103,-0.0,-0.0,-0.0,-0.0,-6.10653e-05
