number,values_0,value,params_brics_min_freq,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_reg_alpha,params_reg_lambda,params_rings_min_freq,params_side_min_freq,params_subsample,state,user_attrs_cv_recall,user_attrs_val_metric
102,0.9578346066779853,0.9578346066779853,3,0.7757731313246874,90,0.10407355832330133,0.015283229494596266,23,2,610,0.8122457795083907,2.0984054745898817,3,5,0.7815185479097453,COMPLETE,0.8040335555044817,0.9578346066779853
103,0.9578505234861348,0.9578505234861348,3,0.8006879231398782,162,0.27596005130043827,0.017771130859281913,22,1,859,0.965084635162863,2.1695740971668376,3,5,0.9364593700575986,COMPLETE,0.806226537960622,0.9578505234861348
104,0.9472004102999436,0.9472004102999436,3,0.8211897287945796,114,0.08189322083740086,0.00823942296754158,23,12,710,0.7156026924940825,1.5582309340601923,3,5,0.7555859716252956,COMPLETE,0.7834290967593656,0.9472004102999436
105,0.9584571307300509,0.9584571307300509,3,0.7293294073244002,102,0.3855700066298706,0.02128656666184991,21,2,809,0.1371130820401698,2.843106112933557,3,5,0.8554270307696636,COMPLETE,0.806661303914809,0.9584571307300509
106,0.958435908319185,0.958435908319185,3,0.7988420779590227,103,0.6230608100479098,0.024338587364779455,20,2,812,0.15156177635141754,2.91610587867796,3,5,0.7984820447501292,COMPLETE,0.8088504558339078,0.958435908319185
107,0.9565948641765705,0.9565948641765705,3,0.7276715379838679,101,0.9448965885941654,0.023506163550984085,21,3,936,0.13054172784671725,2.8859776345602084,3,5,0.801310645157121,COMPLETE,0.801842488316862,0.9565948641765705
108,0.9579902376910018,0.9579902376910018,3,0.7110891479749649,120,0.6116305912659827,0.0207269772236879,19,2,835,0.17180754807019993,3.223158626881249,3,5,0.8531070809558351,COMPLETE,0.8066613039148087,0.9579902376910018
109,0.9580379881154499,0.9580379881154499,3,0.8269312504260754,132,0.3906998662943374,0.010255185779185712,20,2,995,0.3050778090277326,3.349051655463407,3,5,0.8742814680953126,COMPLETE,0.8097333946219261,0.9580379881154499
110,0.9576736700622523,0.9576736700622523,3,0.7371658338086474,83,0.5034060000153848,0.03300348954504743,18,3,795,0.07942444001377978,3.4622025658317077,3,5,0.9040570639171298,COMPLETE,0.8031621083275875,0.9576736700622523
111,0.9571873231465762,0.9571873231465762,3,0.7883301219931477,105,0.34274512680682545,0.02560537355293963,20,2,671,1.3140995112136264,2.736053404278895,3,5,0.7945623495006607,COMPLETE,0.8071037309430782,0.9571873231465762
112,0.9574870897000565,0.9574870897000565,3,0.7991699358903803,93,0.007291362594804229,0.013623606900414476,27,1,875,0.4158051595282358,3.0149534514514045,3,5,0.9731478743065478,COMPLETE,0.8106086723358615,0.9574870897000565
113,0.9505668152235427,0.9505668152235427,3,0.5768370139371339,96,4.112330950714638,0.017895976728585093,21,2,769,0.5066335608942885,2.87305032977037,3,5,0.768085466798718,COMPLETE,0.7878150616716464,0.9505668152235427
114,0.9577320316921336,0.9577320316921336,3,0.8350636218709192,111,0.2458490026319793,0.02117768862146238,22,2,815,0.2061855988671306,2.3184078450765004,3,5,0.8330592503317059,COMPLETE,0.8079732628514517,0.9577320316921336
115,0.9578487549518958,0.9578487549518958,3,0.6857006840381344,71,0.6180266484478447,0.011831748169712289,24,1,1228,0.5883741162290885,2.528797979161335,3,5,0.8128113309809024,COMPLETE,0.8079790086570137,0.9578487549518958
116,0.9583828522920204,0.9583828522920204,3,0.7624755037947848,84,0.12321599021618909,0.014217408622636528,21,1,597,0.3832438483312297,2.8148009569609598,3,5,0.790075438437771,COMPLETE,0.8114858653183177,0.9583828522920204
117,0.9561430036785514,0.9561430036785514,3,0.7236159781193273,85,0.39253838803131846,0.0063586068612328074,21,2,540,0.41439794387082723,3.0112777563365394,3,5,0.8554043263855777,COMPLETE,0.7948230291886922,0.9561430036785514
