SIDECHAINS_Br,SIDECHAINS_C,SIDECHAINS_C#C,SIDECHAINS_C#N,SIDECHAINS_C=C,SIDECHAINS_C=C\C,SIDECHAINS_C=N,SIDECHAINS_C=O,SIDECHAINS_CBr,SIDECHAINS_CC,SIDECHAINS_CC(C)C,SIDECHAINS_CC(C)N,SIDECHAINS_CC(C)O,SIDECHAINS_CC(F)F,SIDECHAINS_CC=C,SIDECHAINS_CC=O,SIDECHAINS_CCC,SIDECHAINS_CCN,SIDECHAINS_CCO,SIDECHAINS_CCS,SIDECHAINS_CCl,SIDECHAINS_CF,SIDECHAINS_CN,SIDECHAINS_CNC,SIDECHAINS_CNS,SIDECHAINS_CO,SIDECHAINS_CS,SIDECHAINS_CS(=O)=O,SIDECHAINS_C_N+_,SIDECHAINS_C_N+_(C)C,SIDECHAINS_C_S+_,SIDECHAINS_C_S+__O-_,SIDECHAINS_Cl,SIDECHAINS_ClC(Cl)Cl,SIDECHAINS_ClCCl,SIDECHAINS_F,SIDECHAINS_FC(F)F,SIDECHAINS_I,SIDECHAINS_N,SIDECHAINS_N=CN,SIDECHAINS_N=O,SIDECHAINS_N=_N+_,SIDECHAINS_NC=O,SIDECHAINS_NC=S,SIDECHAINS_NCN,SIDECHAINS_NN,SIDECHAINS_NO,SIDECHAINS_NS,SIDECHAINS_NS(=O)=O,SIDECHAINS_O,SIDECHAINS_O=CO,SIDECHAINS_O=CS,SIDECHAINS_O=P(O)O,SIDECHAINS_O=S,SIDECHAINS_O=S(=O)O,SIDECHAINS_O=S=O,SIDECHAINS_O=_N+__O-_,SIDECHAINS_OP,SIDECHAINS_OS,SIDECHAINS_S,SIDECHAINS__N+_=O,SIDECHAINS__N+_O,SIDECHAINS__N-_,SIDECHAINS__N-_=_N+_,SIDECHAINS__O-_
-0.0,0.048052922,0.0015409954,0.0027324844,-0.002929528,-0.0,0.0026738022,0.002531527,-0.0,-0.053744867,0.0010545441,-0.0,-0.0,-0.0,-0.0,0.006170352,-0.1516272,-0.0011264568,-0.011720497,-0.0,0.005701026,-0.0,0.10170729,-0.005336322,-0.0,0.03367213,0.0047276174,-0.00022357932,-0.0,-0.0,-0.0,-0.0,-0.0054857014,-0.00026594015,-0.0,-0.020183403,0.000103397746,-0.0,-0.0039581135,-0.0,-0.0,-0.0,-0.0016565953,-0.0,-0.0,-0.0,-0.0,-0.0009414885,-5.2907955e-05,-0.1284798,0.052878506,-0.0,-0.0,-0.0,-0.0,0.0013520422,0.0018495014,-0.0,-0.0,0.004191964,-0.0,-0.0,-0.0,-0.0,-0.00015773292
-0.0,-0.013399273,0.0037167412,0.006801443,-0.0006878447,-0.0,0.0041355155,0.022662459,-0.0,-0.022511236,0.00092701986,-0.0,-0.0,-0.0,-0.0,0.010854501,0.01753879,0.0008886118,-0.0046906313,-0.0,0.011177452,-0.0,-0.03936428,0.0049614753,-0.0,-0.015566473,0.0053320285,0.0016103,-0.0,-0.0,-0.0,-0.0,0.053354457,-0.00014847136,-0.0,-0.019986719,-0.00014142554,-0.0,0.0074517606,-0.0,-0.0,-0.0,0.0046914984,-0.0,-0.0,-0.0,-0.0,-0.0007540964,-1.6745427e-05,0.09286409,0.06362493,-0.0,-0.0,-0.0,-0.0,0.009725985,0.00038457772,-0.0,-0.0,0.00560477,-0.0,-0.0,-0.0,-0.0,-0.00014749469
-0.0,0.0401021,-0.0007438001,0.0023399836,-0.001015399,-0.0,0.004630803,0.009297714,-0.0,-0.027080368,0.00017748648,-0.0,-0.0,-0.0,-0.0,0.010611577,0.0042092823,-0.00032042468,-0.0058590835,-0.0,0.010327125,-0.0,-0.019368017,0.00013878944,-0.0,0.02040626,0.0042298576,0.00015870656,-0.0,-0.0,-0.0,-0.0,0.02770844,-0.00021525988,-0.0,0.48567364,-0.00019396111,-0.0,0.0012048836,-0.0,-0.0,-0.0,0.004938148,-0.0,-0.0,-0.0,-0.0,-0.00033368924,0.00012479769,-0.0874444,0.060939625,-0.0,-0.0,-0.0,-0.0,0.0016501178,0.0005914342,-0.0,-0.0,0.0047678524,-0.0,-0.0,-0.0,-0.0,-8.5046864e-05
-0.0,0.012511831,0.0027043219,0.007116498,-0.0008951597,-0.0,0.0047538467,0.021468397,-0.0,-0.025313754,0.0015309884,-0.0,-0.0,-0.0,-0.0,0.00879673,0.007450813,-0.0024026444,-0.0048839557,-0.0,0.0024510785,-0.0,-0.08297138,0.0036882944,-0.0,-0.035589222,0.0071931533,0.00015527297,-0.0,-0.0,-0.0,-0.0,-0.019462954,-0.00026851057,-0.0,-0.014688744,-0.001283431,-0.0,-0.0060214987,-0.0,-0.0,-0.0,0.0066263415,-0.0,-0.0,-0.0,-0.0,-0.00044206646,0.0008036829,0.2743635,0.086822525,-0.0,-0.0,-0.0,-0.0,0.0014984154,0.0022107337,-0.0,-0.0,0.006614387,-0.0,-0.0,-0.0,-0.0,-0.00013973415
-0.0,-0.01076577,0.0005082856,0.0022737137,-0.00022137554,-0.0,0.0037568714,-0.12813155,-0.0,0.009622949,0.000589111,-0.0,-0.0,-0.0,-0.0,-0.0053958143,0.0056505753,-0.0017405346,-0.014605265,-0.0,0.004454902,-0.0,0.15993708,-0.045343935,-0.0,-0.019804254,0.0063453573,-1.9668165e-05,-0.0,-0.0,-0.0,-0.0,0.13260882,-0.00037815305,-0.0,-0.024003029,-0.00015619502,-0.0,0.036485773,-0.0,-0.0,-0.0,0.00011100352,-0.0,-0.0,-0.0,-0.0,-0.0030579162,-0.000112283604,0.14764827,0.06105791,-0.0,-0.0,-0.0,-0.0,0.0011092015,-0.00034360544,-0.0,-0.0,0.003178208,-0.0,-0.0,-0.0,-0.0,-0.00039191396
-0.0,0.103246965,0.00061481725,0.0015395017,-0.0011922077,-0.0,0.0023622385,0.015574013,-0.0,-0.0026582917,0.0016120116,-0.0,-0.0,-0.0,-0.0,-0.000543656,0.0055301334,-0.0009363946,-0.010407893,-0.0,0.0019795639,-0.0,-0.009285422,-0.00094601756,-0.0,0.02087111,0.0051758564,2.2957975e-05,-0.0,-0.0,-0.0,-0.0,-0.010161597,-0.00027978298,-0.0,-0.015317494,-0.00028118273,-0.0,0.11670842,-0.0,-0.0,-0.0,0.0016438445,-0.0,-0.0,-0.0,-0.0,-0.0013124361,-3.1657182e-06,0.1274088,0.122301005,-0.0,-0.0,-0.0,-0.0,0.001795151,2.2857086e-05,-0.0,-0.0,0.0071446653,-0.0,-0.0,-0.0,-0.0,-0.00039191396
-0.0,-0.028941765,0.0054044113,0.0038011544,-0.0016388368,-0.0,0.0042927675,0.029227007,-0.0,0.036596656,0.00086682744,-0.0,-0.0,-0.0,-0.0,0.007142128,0.01488401,0.0010259508,-0.0015570567,-0.0,0.0068084844,-0.0,0.15011364,0.004694693,-0.0,0.027809497,0.0064356616,0.0012297209,-0.0,-0.0,-0.0,-0.0,0.00506531,-0.00027813576,-0.0,-0.023950398,0.000579481,-0.0,0.0036541193,-0.0,-0.0,-0.0,0.01103851,-0.0,-0.0,-0.0,-0.0,-0.0005831451,4.9942675e-05,0.18285145,0.070442595,-0.0,-0.0,-0.0,-0.0,0.00831183,-0.00012291077,-0.0,-0.0,0.0050759697,-0.0,-0.0,-0.0,-0.0,-8.911943e-05
-0.0,0.008285617,0.0045229835,0.0052119177,-0.0013639587,-0.0,0.004471837,0.022658892,-0.0,0.05887657,0.00094785064,-0.0,-0.0,-0.0,-0.0,0.008017949,0.012619589,0.002927589,-0.0056685796,-0.0,0.008274575,-0.0,0.15815677,0.0016206142,-0.0,0.010456919,0.005209246,0.0009260866,-0.0,-0.0,-0.0,-0.0,0.018591948,-0.00027793212,-0.0,-0.01205274,0.00074377406,-0.0,0.006389234,-0.0,-0.0,-0.0,0.0069115935,-0.0,-0.0,-0.0,-0.0,-0.0008671095,0.00010308706,0.1966111,0.08847424,-0.0,-0.0,-0.0,-0.0,0.008277956,0.0029017765,-0.0,-0.0,0.0062920474,-0.0,-0.0,-0.0,-0.0,-0.00039191396
-0.0,-0.034293372,0.0037668063,0.0054311515,-0.0008966459,-0.0,0.005248665,0.024750605,-0.0,0.04078499,0.0008424346,-0.0,-0.0,-0.0,-0.0,0.011141736,0.009328779,-0.0006447217,-0.0021147027,-0.0,0.0071716555,-0.0,0.15441307,0.009938243,-0.0,0.017047359,0.0074715693,0.0015719312,-0.0,-0.0,-0.0,-0.0,1.7609884e-05,-0.0002625559,-0.0,-0.026397735,0.001589068,-0.0,-0.002031451,-0.0,-0.0,-0.0,0.0037387891,-0.0,-0.0,-0.0,-0.0,-0.00081978424,-0.0002816603,-0.049144316,0.084491424,-0.0,-0.0,-0.0,-0.0,0.0074555385,-0.00066203746,-0.0,-0.0,0.006661649,-0.0,-0.0,-0.0,-0.0,-8.816999e-05
-0.0,-0.009550366,0.00061544986,0.0011957593,-0.0002960416,-0.0,0.0036616984,-0.09780141,-0.0,-0.012699213,-8.58946e-05,-0.0,-0.0,-0.0,-0.0,-0.003747509,0.0022134422,-0.00995533,-0.027698942,-0.0,0.001084819,-0.0,0.025509955,-0.001764471,-0.0,0.010675474,0.003230961,0.000261013,-0.0,-0.0,-0.0,-0.0,-0.014155688,-0.00033265626,-0.0,-0.03449732,0.00019971536,-0.0,-0.0060508116,-0.0,-0.0,-0.0,0.0026610408,-0.0,-0.0,-0.0,-0.0,-0.00069934886,-0.00059419917,-0.012541126,-0.3699885,-0.0,-0.0,-0.0,-0.0,0.0009603812,-0.0027391599,-0.0,-0.0,0.001815214,-0.0,-0.0,-0.0,-0.0,-4.2397987e-05
