number,values_0,value,params_brics_min_freq,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_reg_alpha,params_reg_lambda,params_rings_min_freq,params_side_min_freq,params_subsample,state,user_attrs_cv_recall,user_attrs_val_metric
0,0.8619402985074627,0.8619402985074627,5,0.4679118235690848,298,2.550309495328131,0.053617435529174876,27,12,1134,2.313359152157115,1.3386484413674387,5,5,0.5306976931816016,COMPLETE,0.7803570060522486,0.8619402985074627
1,0.865530303030303,0.865530303030303,5,0.8564657031121403,184,4.139448273400463,0.08954295341775267,29,10,609,1.7195576571524174,2.3847238360682614,5,5,0.9014536025779417,COMPLETE,0.7794855588753544,0.865530303030303
2,0.884393063583815,0.884393063583815,5,0.5381549797904328,130,4.8743630038799415,0.07025392111919479,9,1,1131,1.2286910370618065,4.870528743803069,5,5,0.7031903417092393,COMPLETE,0.7755381904543017,0.884393063583815
3,0.8450106157112527,0.8450106157112527,5,0.8921400891802009,283,4.018890980271615,0.003808335388731779,4,10,442,4.80393084105989,2.6457920634100636,5,5,0.5329721774314412,COMPLETE,0.6746973875737379,0.8450106157112527
4,0.8625,0.8625,5,0.6075863474659133,136,2.6935376877025705,0.002016271828982313,3,1,1653,1.9620860735457675,4.78059918162549,5,5,0.7334838583884719,COMPLETE,0.6598042595571898,0.8625
5,0.8856589147286822,0.8856589147286822,5,0.4794611002451048,104,0.3689845787258922,0.0039317709524223435,7,6,1576,4.432014807591277,4.752035493846293,5,5,0.9072204939449949,COMPLETE,0.7386960851911437,0.8856589147286822
6,0.8537037037037037,0.8537037037037037,5,0.6704201771656543,57,0.8322047182542047,0.281674072123934,4,11,570,4.985712359767473,0.6183190110052983,5,5,0.5932718915687553,COMPLETE,0.779043131847085,0.8537037037037037
7,0.8745318352059925,0.8745318352059925,5,0.48153754733268767,106,2.4674767460662146,0.10268878874676932,24,3,743,0.9412243154524164,1.488671836983861,5,5,0.6622609018532128,COMPLETE,0.7908890676472842,0.8745318352059925
8,0.8752362948960303,0.8752362948960303,5,0.7216862668740225,144,4.849938782065686,0.0028595559205192426,26,5,1512,1.6959750001383977,4.969577124912253,5,5,0.8450484171425667,COMPLETE,0.7702788630966062,0.8752362948960303
9,0.8713450292397661,0.8713450292397661,5,0.5106700460877016,43,4.0078618339426635,0.21022179147249834,17,2,1598,2.921990105684653,3.79932345539208,5,5,0.4916914416077711,COMPLETE,0.7685244771316939,0.8713450292397661
10,0.8700564971751412,0.8700564971751412,5,0.9932178277118335,208,0.48685860416516746,0.009984770009120455,12,15,1914,3.528901797643737,3.58402546079666,5,5,0.9851040428932445,COMPLETE,0.7900137899333487,0.8700564971751412
11,0.8733705772811918,0.8733705772811918,5,0.5891562631717261,91,1.4484076738969995,0.021068949311368008,11,6,1119,0.26167755150420235,3.877077164682755,5,5,0.7700460125213219,COMPLETE,0.7996552516662836,0.8733705772811918
12,0.8767676767676768,0.8767676767676768,5,0.4483944250402173,16,0.0787899433898206,0.0010232978411296165,10,6,138,3.911183347178722,4.571461477841752,5,5,0.9891474645950922,COMPLETE,0.7216042289128936,0.8767676767676768
13,0.8766355140186916,0.8766355140186916,5,0.40861538365847466,211,1.61218338802614,0.013255156155544172,16,4,1308,0.7673348576676398,2.916521251955732,5,5,0.8402712051305115,COMPLETE,0.7922010265839271,0.8766355140186916
14,0.8803088803088803,0.8803088803088803,5,0.5742363047865929,100,3.14131406600382,0.03286074896754738,7,8,897,3.971432508402789,4.238016298967021,5,5,0.653925120365414,COMPLETE,0.7645751934421205,0.8803088803088803
15,0.8654205607476636,0.8654205607476636,5,0.6926254037804012,167,1.7910161765858934,0.007351903253751497,16,8,1360,2.963392985967707,3.207301433794134,5,5,0.7893203206074723,COMPLETE,0.7886980004596645,0.8654205607476636
16,0.8714011516314779,0.8714011516314779,5,0.5376441045134449,238,3.200595279023586,0.005409007021442438,8,1,1885,1.1970972183616613,4.261081398660434,5,5,0.42428317943571087,COMPLETE,0.776848234122424,0.8714011516314779
17,0.8886756238003839,0.8886756238003839,5,0.40250166902181395,74,4.84184509744293,0.02564031730608713,13,3,958,0.06503062498390788,2.2154711143809953,5,5,0.8927572901034146,COMPLETE,0.7803646671263311,0.8886756238003839
18,0.8745318352059925,0.8745318352059925,5,0.4112453381194303,69,0.9461528811943957,0.022779052397656353,20,4,897,4.40336170424688,2.2382745220579685,5,5,0.9307906635341076,COMPLETE,0.7856297402895887,0.8745318352059925
19,0.8674242424242424,0.8674242424242424,5,0.7895658149675338,16,2.0207715530266825,0.0015857477555399125,13,7,1338,2.9676207982391456,1.8090068400429367,5,5,0.8925682805448202,COMPLETE,0.7470313337929977,0.8674242424242424
20,0.8803738317757009,0.8803738317757009,5,0.6433710320006154,110,3.5329934051266347,0.040237547602068637,21,3,265,0.2156321840847582,0.02656517185113927,5,5,0.8180029146407476,COMPLETE,0.7926357925381138,0.8803738317757009
21,0.8704061895551257,0.8704061895551257,5,0.5288936503572942,129,4.829986498411664,0.1123777557472157,7,2,947,0.5614125107796565,3.2928429902260037,5,5,0.7101170369845079,COMPLETE,0.7816823718685361,0.8704061895551257
22,0.8830409356725146,0.8830409356725146,5,0.4007482769881885,78,4.429912666510389,0.06058905853076958,9,4,1724,1.2161920710300458,4.380052732897613,5,5,0.9394864025704934,COMPLETE,0.777292576419214,0.8830409356725146
23,0.8932038834951457,0.8932038834951457,5,0.46977465865728263,44,4.644489847328473,0.017701230954548022,14,1,1170,0.13516207705671923,1.9624739074822855,5,5,0.8724259092535908,COMPLETE,0.7860606757067341,0.8932038834951457
24,0.8910505836575876,0.8910505836575876,5,0.47349136454266827,32,4.453884962635159,0.013822246674318054,14,3,1450,0.028897189293842385,1.890940154457938,5,5,0.8629978709621096,COMPLETE,0.7742224009806175,0.8910505836575876
25,0.8901960784313725,0.8901960784313725,5,0.4382652964208085,30,4.494967759292442,0.015461211775649592,14,3,1390,0.02302048836275941,1.9103372619497978,5,5,0.8703557482344004,COMPLETE,0.7794893894123957,0.8901960784313725
26,0.8941176470588236,0.8941176470588236,5,0.4524586794386315,40,4.372523405545878,0.016502982208983615,19,2,1406,0.468365673764473,1.103399479774898,5,5,0.8471137857522071,COMPLETE,0.7803684976633725,0.8941176470588236
27,0.8895348837209303,0.8895348837209303,5,0.6115042328525908,41,3.6412956600233533,0.010107320815002008,19,2,1784,0.533265762701085,0.9414116493007951,5,5,0.7769947188779535,COMPLETE,0.7904485558875354,0.8895348837209303
28,0.883629191321499,0.883629191321499,5,0.5032319575546572,45,4.389849551884906,0.006969125114999655,22,1,1235,0.4138919444782002,0.9520043659620805,5,5,0.800161557742996,COMPLETE,0.7746629127403661,0.883629191321499
29,0.874766355140187,0.874766355140187,5,0.7474674050518122,17,3.564424283666675,0.04114543635201265,18,5,1454,0.8576158368487075,1.4197422585053139,5,5,0.9601835568000877,COMPLETE,0.791329579407033,0.874766355140187
30,0.8747591522157996,0.8747591522157996,5,0.5542502078894636,61,3.795858506779483,0.013017761337071106,15,14,1216,2.1359789415934314,1.0562429887614389,5,5,0.7398293212515792,COMPLETE,0.76063357082663,0.8747591522157996
31,0.893491124260355,0.893491124260355,5,0.44621253525837085,33,4.443650482112147,0.016468793947011676,14,3,1460,0.019833861827786268,1.7860209232959028,5,5,0.8514830169227049,COMPLETE,0.7786026200873362,0.893491124260355
32,0.8937007874015748,0.8937007874015748,5,0.47133707020307086,10,4.335783242488877,0.018896516743682278,18,2,1498,0.5552486248173056,1.8340869343751522,5,5,0.8658793144521268,COMPLETE,0.7540507929211675,0.8937007874015748
33,0.8853754940711462,0.8853754940711462,5,0.4516580539748959,10,4.158181170963131,0.0309158552948925,19,2,1208,1.510716599517314,0.5216597877832372,5,5,0.825880770221211,COMPLETE,0.7663238336014709,0.8853754940711462
34,0.8809980806142035,0.8809980806142035,5,0.49478714695118897,55,4.986424911665238,0.019404885088951513,23,1,1052,0.6543132973681491,2.7093708129580927,5,5,0.9266365675858914,COMPLETE,0.7781678541331495,0.8809980806142035
35,0.8940269749518305,0.8940269749518305,5,0.4412389923267039,83,4.204755307491167,0.008422304811279062,17,2,1744,1.0028789081866885,1.629296871786322,5,5,0.8659838163835082,COMPLETE,0.7799203248295411,0.8940269749518305
36,0.8795411089866156,0.8795411089866156,5,0.43880927306691675,87,4.146187335906397,0.00925737563751428,18,5,1769,1.446210315536004,1.641679017141855,5,5,0.7516831756070106,COMPLETE,0.7724680150157053,0.8795411089866156
37,0.8541266794625719,0.8541266794625719,5,0.5211840482413658,29,3.1817351675244856,0.004931751283258563,25,9,1677,1.0483689770015432,1.117785349902796,5,5,0.6708773348666304,COMPLETE,0.752736918716004,0.8541266794625719
38,0.8886792452830189,0.8886792452830189,5,0.5678822656964189,125,3.9417779062746896,0.007367531097673619,30,4,1993,0.43361375150260784,0.5713366558292071,5,5,0.9567789910669392,COMPLETE,0.7873802957174596,0.8886792452830189
39,0.866913123844732,0.866913123844732,5,0.8866639415534806,59,2.8724184963610937,0.04224975667319561,21,2,1541,1.9724044362889228,1.2764454574968345,5,5,0.8056422349427076,COMPLETE,0.79395732781736,0.866913123844732
